gene,mean_expr_AKI,mean_expr_reference,diff_mean_expr,pct_expr_AKI,pct_expr_reference,pct_expr_diff,p_value,adj_p_value,importance,combined_score,direction
AIF1L,0.6364503263286336,,,0.3831392733996302,,,,,0.0002352047646301,,UP_in_reference
AIFM1,0.2319992236473919,,,0.1853980310829044,,,,,0.0001108344806154,,UP_in_reference
AIG1,0.3333328016218227,,,0.2645045225126181,,,,,0.0001386337063614,,UP_in_reference
AIMP1,0.35062393100699385,,,0.2775973214731898,,,,,0.0001498390836508,,UP_in_reference
AIP,0.3422529775093938,,,0.26265553945330067,,,,,0.000133120177085,,UP_in_reference
AK2,0.39340810411834376,,,0.3014342111838489,,,,,0.0001401929165188,,UP_in_reference
AK3,0.3017154877229888,,,0.24081755034730898,,,,,0.0001427396040973,,UP_in_reference
AK4,0.2240462408186474,,,0.14357103593023837,,,,,0.0001735033026284,,UP_in_reference
AKAP12,0.21985967056279557,,,0.14022287741742043,,,,,0.0001856235100389,,UP_in_reference
AKAP13,0.24827459978488972,,,0.1818499825096197,,,,,0.00016062718353,,UP_in_reference
AKAP9,0.4071703918213882,,,0.2913397631302784,,,,,0.000242170605914,,UP_in_reference
AKIRIN1,0.2360595912104746,,,0.19374344110739095,,,,,0.0001376685962845,,UP_in_reference
