gene,mean_expression,variance,rank
SEM1,0.740341554260231,0.7256972206367249,545
ACADVL,0.815966627900214,0.7249613190026599,546
SEC62,0.8306188034263005,0.7242892403944806,547
EIF4A2,0.9185298894922511,0.7230399936620145,548
FCGRT,0.7706143334836786,0.7229869936033477,549
NDUFB5,0.8528680613214937,0.7223673627953656,550
CLDN4,0.5528824863640641,0.7223146614841311,551
NDUFA6,0.7953796293831307,0.7210277939362153,552
EIF4G2,0.876600339548624,0.7209980884800623,553
RBP5,0.4084444102251906,0.7207902310904059,554
SRSF3,0.8834479011575241,0.7206585534876729,555
DAB2,0.564238608929727,0.7199076298157385,556
CNN3,0.7249728106625933,0.7189131520672843,557
EIF1,2.619104558012071,0.7176649620391995,558
GSTK1,0.8541610010790854,0.7175827200306435,559
PTH1R,0.4873078157619095,0.7174171781437758,560
PSME2,0.7938370552383447,0.7163662453190128,561
BBOX1,0.42114207609066756,0.7162306393905469,562
SCAND1,0.8922828782485379,0.7156955652088726,563
HIGD2A,0.8486559986875334,0.7156315488230018,564
GNG11,0.47198991133862167,0.7145550336923341,565
HNRNPU,0.7947186747904569,0.7144141450960831,566
PNKD,0.8233717969477301,0.7142623116554763,567
PSME1,0.8407409380053237,0.7129145164806112,568
RPL9,2.57100078852846,0.7123143144881077,569
GPX1,0.37896114869058,0.7120840895196447,570
CD46,0.742672426966585,0.7119783911632269,571
MTRNR2L12,0.4170734818387549,0.711873352969171,572
SRSF9,0.9032127907993377,0.7116325923088377,573
FLNA,0.575753534560048,0.7115115208323182,574
SON,0.7851565936825138,0.7113033218111436,575
SEC11A,0.8736177815862752,0.7102297714786997,576
SQSTM1,0.7671748196847518,0.7099791045215376,577
RPL3,3.085934117261309,0.709258981106915,578
TNFRSF12A,0.509322879081024,0.7091614863574758,579
TRIR,0.7209783105123299,0.7089004024799034,580
SRSF5,0.8190839419073063,0.7088961081309201,581
RARRES2,0.5120893342841543,0.7087202412122923,582
MDH1,0.7524984868586804,0.7085574143614138,583
SCP2,0.8243832403676581,0.7082845462189389,584
YWHAZ,0.8145208648954536,0.7079814693429006,585
A2M,0.3007424044878519,0.707729068262417,586
PRDX3,0.7769541912947141,0.7072343794879049,587
C12orf57,0.7799448278943233,0.7067326283770718,588
TUBB,0.723847540896382,0.7063386025685804,589
SUMO1,0.8841496175902573,0.7055183823395046,590
SERP1,0.8332899555074277,0.7054844897277964,591
RPL18,2.80047368236788,0.705141627580689,592
ATP5F1A,0.6541287528634454,0.7038019721042826,593
SPARC,0.3634535388026053,0.7032994842509052,594
TMBIM4,0.6833206856237651,0.703272002290998,595
HSPD1,0.7295079290594607,0.7016843612697078,596
NOP10,0.8617374825472491,0.7016257419281666,597
SNHG8,0.7941503372251675,0.7015144808681889,598
RPL15,2.684980653841037,0.7011781741457597,599
RPL11,3.2168501120726036,0.7008420438046095,600
NKG7,0.20058498410752307,0.7004020510664981,601
HIGD1A,0.7208076254002368,0.7001499275582317,602
RPS18,3.523837899497831,0.6982478454607843,603
SARAF,0.6901496896852248,0.697584320704969,604
SF3B6,0.6984676313684023,0.697341129822908,605
EIF3E,0.788553119803079,0.695203827299122,606
RPL10,3.5998728458889997,0.695193697792071,607
SRI,0.7966842574005535,0.6934280226613203,608
SLC3A1,0.5023863752760079,0.6918286146599044,609
COX7A2L,0.8285333277583318,0.6915650089373943,610
PCBP1,0.8455288604422313,0.6905636912622876,611
ARHGAP29,0.5873121159461737,0.690187131866021,612
RPL35,2.6737116038315363,0.6897421411628493,613
PTPRC,0.3504739327015519,0.6896066755351693,614
MARCKS,0.519608656428534,0.6895237569389698,615
ARPC1B,0.5766459176486308,0.6890335620642808,616
COPE,0.8390412480655383,0.6878909363902588,617
PSMB6,0.8334963001297842,0.68770237473762,618
SNRPD2,0.8268667608890707,0.6875599583361175,619
ALDH1A1,0.6517389276908488,0.6858073516769719,620
REEP5,0.7961967403510384,0.6857836756891689,621
BRK1,0.8259571477380416,0.6857835427192865,622
PSMB3,0.8458142774305257,0.6853923672623612,623
PDIA3,0.7539803731636548,0.6850465020116197,624
GHITM,0.7615550826209124,0.6848324833767571,625
TMEM14C,0.807377139698317,0.6846642562340965,626
ALKBH7,0.8033106056117658,0.684210911246706,627
EIF5A,0.7671639799934735,0.6839226793359329,628
CTNNB1,0.6424426231065969,0.6836908320021542,629
SSR2,0.816857804376162,0.6834944495710836,630
NAP1L1,0.7477456137561357,0.6833436309681882,631
MRPL51,0.8491861779763173,0.683340409267974,632
LTB,0.26851070097598334,0.6821113936926089,633
TPM3,0.668516573467365,0.6811742343992033,634
NCL,0.7230559290789366,0.6810438056693566,635
RPL19,3.1197368614635015,0.6809335399027567,636
PNISR,0.6729719205728151,0.6809279328966887,637
HSPA1B,0.522417184767483,0.6797298113418009,638
NME3,0.789713657461899,0.6779071288889734,639
FOLR1,0.5065452275958423,0.6776316390509898,640
CHMP2A,0.8271639423373003,0.6774225699220588,641
HLA-DQA1,0.3047648182335259,0.6773292562469025,642
NAA38,0.7661664705982995,0.677094735034669,643
NENF,0.7946382682143462,0.6768484510065499,644
AP2S1,0.7744555644465759,0.6765600380233645,645
FAU,2.833511283675534,0.6761512164486483,646
RPL32,3.309972319784543,0.6755233778376031,647
KRT10,0.8191012062042609,0.6751960669038178,648
RPL24,2.783168928468249,0.6747409627829208,649
IL6ST,0.5363396976736422,0.6739960479974494,650
SLIRP,0.7795529450047742,0.6726807841219833,651
PRR13,0.7497727356599857,0.6725807584841763,652
HNRNPA3,0.7514114517181059,0.6725629014114731,653
SRSF7,0.6865434772850967,0.6724839011486222,654
TOMM20,0.8359169649123687,0.672431135605549,655
ECH1,0.7141205824032665,0.6721798174130421,656
TRAM1,0.7324786123981296,0.6717467695664865,657
GLRX,0.6183942128701662,0.6717150843523767,658
CAMTA1,0.7736093081284631,0.6714746006376682,659
FGL2,0.4434837871253912,0.670404385815023,660
NDUFA12,0.7765379897463772,0.6703813455838743,661
SNU13,0.6674258174484838,0.6699933495180694,662
RPS23,3.289209077704626,0.6688347672318162,663
NFE2L2,0.672713986212759,0.6685351489664497,664
CORO1A,0.33644592690858793,0.6682729727360405,665
TXNDC17,0.7363875936744523,0.668171028866528,666
FAM96B,0.7058517285981165,0.667872971663034,667
RPL8,2.992203424299036,0.6672838213972181,668
EIF3G,0.7741030254407653,0.666844759784061,669
HLA-DMA,0.4573662898482861,0.6649527178039681,670
RPL34,3.2711557522059977,0.6628481756324209,671
MRPL20,0.7918228977148265,0.6614881945191758,672
HERPUD1,0.6519245784709157,0.6613492513770007,673
VAPA,0.7909861870359012,0.6610449798626403,674
SERF2,2.8660078335976937,0.6610075186389555,675
RPS14,3.086617942088228,0.6608492515101645,676
SH3BGRL,0.7284664531745458,0.660682516048844,677
TMEM141,0.7066356925130131,0.6606073296222902,678
PET100,0.7861316790145928,0.6592568959717375,679
RPS9,2.874600569734284,0.6590398285562316,680
ACAT1,0.5899175965413256,0.6585566405940437,681
EIF3F,0.7614253327774201,0.6580664734086378,682
TMEM205,0.7128378578702749,0.6574067232490456,683
PHB,0.7487675464506175,0.6571952454946046,684
CPVL,0.5326613473354016,0.6555915372762487,685
MRPL52,0.7820497542944947,0.6555351730647349,686
TMEM50A,0.7554424140035629,0.6553651463869663,687
GABARAP,0.5437777085506295,0.6550704107410319,688
SAT2,0.6148163343640707,0.6546378731989222,689
LEPROT,0.6519849958952528,0.6544749859789329,690
LSM7,0.787502727914592,0.6543130820565586,691
PDIA6,0.7199550030011104,0.6541831053321766,692
TRAPPC1,0.7657736539897347,0.6532450745804735,693
SDCBP,0.6732101854966331,0.6516758404475609,694
ANXA11,0.7263572150896107,0.6515863027833608,695
GSTA1,0.2549143358977158,0.6510811967242789,696
GADD45GIP1,0.7798838844925899,0.650604940132029,697
BLVRB,0.6921026259238477,0.6504987265240662,698
TYMP,0.44932149127556525,0.6489959738396206,699
STMN1,0.5697760710259698,0.6486514997095523,700
UXT,0.7493640087771809,0.647772164122173,701
GSTO1,0.7228506463593034,0.647693603155353,702
RBM39,0.7154869683602165,0.6467842577783784,703
SERBP1,0.741165669532292,0.6460886361304266,704
BCAP31,0.7342033905091924,0.6454107829357021,705
IGKC,0.09883455688793695,0.6446469303511956,706
ENY2,0.7621181414443555,0.6434337595194624,707
TIMM13,0.7258167326178655,0.6398555981773896,708
RPS27A,3.330170365096129,0.6398163303904258,709
TUFM,0.7433541021137912,0.6396400536138378,710
RPS20,0.7329788508774749,0.63937253908469,711
RPL36,2.973712120193095,0.6383627034983128,712
PTGR1,0.5378335557060865,0.6373138151936166,713
NDFIP1,0.7236321184024984,0.636940397095696,714
TSC22D3,0.42875058293509677,0.636789351034716,715
TECR,0.6891556476613778,0.6357303741353733,716
RPS15,3.1407837926350344,0.6348091618291143,717
NDRG1,0.5182083505088354,0.6343320919987432,718
KLF6,0.5045572982466423,0.6336342544997631,719
SDHD,0.6884081020212729,0.633251309892779,720
SEPT7,0.5762457617373223,0.6330762825596307,721
IGFBP4,0.3643095810638353,0.6330471250738305,722
ARF1,0.7382348548796931,0.632971911524015,723
CSDE1,0.7266681411437208,0.6321795858341129,724
GTF2I,0.6777206518702223,0.6319615468849884,725
NDUFAF3,0.7199457260059249,0.6315245651823089,726
UBE2D3,0.7399625573026722,0.6314884212604884,727
MDH2,0.706270424899039,0.6311201702033327,728
PEPD,0.4440576778871648,0.6310560735241157,729
S100A1,0.371183606286056,0.6307879833386913,730
NSA2,0.6710306250169775,0.6304217017877327,731
ATRAID,0.7099443196791342,0.6303308371521059,732
COX20,0.6686744848647694,0.6297231751530343,733
CALM3,0.6812791780905078,0.6294113741923274,734
CAPZA2,0.7281343724301645,0.6280782678855692,735
CCL5,0.2086021884300125,0.6280455944064685,736
KDELR1,0.7016077901384522,0.6278516887589538,737
DUSP23,0.583113015958508,0.6278030384956192,738
SELENOH,0.6239871953598879,0.6270763915859474,739
CCL4,0.18380326299106398,0.6268721551651003,740
KRTCAP2,0.664888592239096,0.6258831595148335,741
COX7A1,0.4434611853867133,0.625774992185984,742
OCIAD1,0.7159153871046559,0.6251588409770742,743
CTSB,0.5531478752544805,0.624607137036504,744
ATP5J2,0.35730512054494246,0.624299781275254,745
SF3B1,0.662538405164751,0.6233829991535307,746
CD164,0.6856280889924653,0.6229805652158049,747
RBM3,0.6549754965640086,0.6229409489789938,748
VMP1,0.5235502611123073,0.6229374571656959,749
ESD,0.6935076004807474,0.6227141689095328,750
SF3B5,0.7249173782840919,0.6217012850557888,751
SSBP1,0.7214681659154977,0.6207777952712722,752
DPM3,0.7036667149200091,0.6206690486861874,753
C14orf2,0.34916208958954653,0.6200109366708503,754
FAM107B,0.564842291916564,0.6192505216187241,755
LAMTOR1,0.6970631083471613,0.6189929675819479,756
MSN,0.5977330666218618,0.618285406367564,757
RNH1,0.6967024822298223,0.6178753552703327,758
ARL2,0.6814301290371488,0.617816953643968,759
SRRM2,0.6475865666192802,0.616828620090193,760
DHRS7,0.5876208653356702,0.6163458251937782,761
NDUFV1,0.6534556666667766,0.6160297216019601,762
TMEM219,0.7223025262684508,0.6155239133643697,763
NFKBIA,0.4819275115567136,0.6154185573920319,764
CAPNS1,0.6993928041804349,0.6148993881314733,765
MRPL57,0.6004423318606203,0.6144011297140923,766
EIF4A1,0.5765109380084374,0.6143290088385628,767
VPS29,0.705952915183065,0.6137327213687565,768
ARL6IP5,0.6268051927525417,0.6132958089090683,769
SNRPE,0.7022848459033113,0.6125272832338692,770
IVNS1ABP,0.5360712000857658,0.6122921886778634,771
LMNA,0.5784420519746251,0.6111593927275062,772
PTP4A2,0.6326804728715679,0.6108095316276446,773
PSMD8,0.7006990498915623,0.6107893836151344,774
TUBA1A,0.4807494913253226,0.6106692567170792,775
PDZK1,0.43021951574493633,0.6101247402372892,776
CYC1,0.6422824998997065,0.6096059719196106,777
SNRPD3,0.7095777426616678,0.609187325764567,778
CALD1,0.37666811220792173,0.6089553387505477,779
MMP24OS,0.5470372466422639,0.6089252988935971,780
BANF1,0.7009642444126375,0.6088803094964175,781
NOP53,0.5731479875793961,0.6084758777447767,782
GMFG,0.35160987502536195,0.607954386183785,783
TPM4,0.49627906555884316,0.6077089610845503,784
TMEM238,0.5978614166329608,0.6070733894002167,785
RPL13,3.5412116087829024,0.6064344267169588,786
PGRMC1,0.6300976728434234,0.6058382881978197,787
TMEM14B,0.6882003639708298,0.6053080601592362,788
RPS24,3.3147822094961743,0.6052437612691683,789
CAST,0.6100323908962484,0.604759132991558,790
C11orf58,0.7138713710045316,0.6045642954701139,791
SYPL1,0.6543648067690278,0.603948961330915,792
LSM3,0.6806729053418455,0.6038779275162285,793
EIF6,0.6565708953568404,0.6035172258733517,794
LY6E,0.4749492399080372,0.6031332485620395,795
RSL24D1,0.6847626044335178,0.6029699234883291,796
SFPQ,0.6350610426669059,0.6028925936952292,797
BDH2,0.5663970830097171,0.6027923110077031,798
ACTR2,0.5949692276678407,0.6027701005199556,799
EIF4B,0.665077511024048,0.6025302304097218,800
LAMTOR2,0.6720663303749083,0.6022877251599841,801
DRAP1,0.6593406025783398,0.6022213938359338,802
YWHAH,0.5605626272677788,0.6020230898724067,803
CD99,0.509520167823631,0.6017916721018559,804
COMT,0.6266077608164994,0.6014085182333359,805
TMCO1,0.6751286628331583,0.6010515250708897,806
ARPC5,0.576125044082696,0.6008226611758709,807
CAPZB,0.6600222610515276,0.5989595375690615,808
TALDO1,0.6552960961251025,0.5984949676029258,809
TAF10,0.6590501758820743,0.5984192489802924,810
SPINK1,0.17532286656683704,0.5983090566050964,811
PTTG1IP,0.5990470466111273,0.5980799724507934,812
TIMM8B,0.6824697698343768,0.5977514463107104,813
UBXN1,0.652295002350775,0.5976196541425058,814
DNAJA1,0.6403139589207968,0.59753816262586,815
GTF2H5,0.666405451303241,0.5974712688692536,816
S100A9,0.20072561746074166,0.5968794557901285,817
VDAC2,0.6641226652385102,0.5965335468849617,818
HCFC1R1,0.5754197600906777,0.5963860635708094,819
POLR2I,0.6786730371995384,0.596112854468389,820
SFRP1,0.2911038553680012,0.5959998392651554,821
POLR2K,0.6802358820417336,0.5958101835935267,822
IMPA2,0.5331579034266991,0.594583821949369,823
PAX8,0.5166404124856742,0.5937012383185696,824
AP2M1,0.6699920241768392,0.59362810546909,825
EIF3H,0.6449632690297504,0.5915796240868013,826
EIF1B,0.6544306991473328,0.5915612021169214,827
RAB13,0.6223079423918082,0.5914074715323129,828
HNRNPC,0.6595048442888131,0.589748848646799,829
MRPL54,0.6704432332806698,0.5897409771390991,830
LAMP1,0.6259279454750195,0.5894180675975632,831
LRPAP1,0.6076267354122393,0.5889609245645689,832
ANAPC11,0.6744516326758484,0.5885541457608856,833
RAP1B,0.5743393990061973,0.5880909844229871,834
SRSF2,0.6258380291427832,0.5876261480377436,835
RPS19BP1,0.6655915063453313,0.5875353500661411,836
PPA1,0.5905390312569996,0.5873010623365622,837
UFC1,0.6658560379174434,0.5872694358507615,838
TMEM230,0.6710925060826191,0.5864259506519569,839
EMX2,0.5257153270108522,0.5861375166411922,840
VAMP2,0.6192771941806539,0.585431793061372,841
CLDN3,0.45132876350056816,0.5851230661481518,842
LST1,0.22882483042758206,0.5847578094890508,843
PFDN2,0.6668094037937762,0.5830038881259954,844
C1QBP,0.6346307836019776,0.5826417186764881,845
TMED10,0.6286515541852857,0.5824309479864955,846
CARHSP1,0.4886567028763986,0.5823977989687763,847
SLC9A3R2,0.25129870802889026,0.5818231996076568,848
RNASEK,0.31843497056474396,0.58177676954056,849
PSMB9,0.42574736283264536,0.5812365331634282,850
BICC1,0.4943110366198362,0.5809662182378347,851
FAM162A,0.6278422051166181,0.5809587358390313,852
FBP1,0.37886460809994255,0.5805926049469623,853
RNF7,0.6551110580340438,0.5798738187265644,854
OSTC,0.6551233870763352,0.5796760053970227,855
DAZAP2,0.617097961808218,0.5792264447602807,856
GLRX5,0.6197168573682166,0.578854349548714,857
PGLS,0.6103317824190126,0.578204983955257,858
GDF15,0.374512688435374,0.5778007833938756,859
TMEM256,0.6073063243170278,0.5763332334724272,860
IDH2,0.5159603293079025,0.5762577703179066,861
CRIM1,0.48440262927712147,0.5760846828137554,862
CYS1,0.5179639412627959,0.5759852349964213,863
ALDH2,0.5138873565838934,0.5758348641247166,864
PCK1,0.2605435305754002,0.5747063966483306,865
EFHD1,0.4913569540322147,0.5742128638728211,866
FXYD5,0.3727454469726417,0.5732867469673941,867
TGOLN2,0.5948191463239589,0.5730988206998804,868
CTSS,0.30216169641009377,0.5722512492767675,869
CNDP2,0.5640890650577244,0.5718606503641829,870
ASS1,0.3318915092600491,0.5713347163776639,871
TAGLN,0.180688655045341,0.569254662149237,872
SIVA1,0.6333152905962344,0.5686508964651066,873
RAB2A,0.6389190648432869,0.5686157860954242,874
SYF2,0.6163201495653283,0.568585759540019,875
YWHAQ,0.62011452915158,0.5685751418270624,876
RNF181,0.6219661828514723,0.5684064715426892,877
TMEM160,0.6411410805827856,0.5680659136166948,878
HINT2,0.6022683111833909,0.5678236823172763,879
LSM4,0.6246835315016412,0.5677203929797845,880
HADHB,0.5907212066074267,0.5675498808264781,881
SERINC1,0.5667902963027587,0.5670696897968455,882
TM4SF1,0.2781610889308672,0.5668198436288793,883
EGR1,0.37386425707216003,0.5665950839070457,884
RHEB,0.627582637045722,0.5665629425929137,885
NUPR1,0.3715822073793181,0.5664547895234223,886
ATP5B,0.32382802830735513,0.5656323697563013,887
SMS,0.5851765842896477,0.5653987329725332,888
MYH9,0.4986275166142917,0.564870773879017,889
CHMP5,0.6319744552452745,0.5641532327395342,890
CISD1,0.5858917824194299,0.5639063768937016,891
LUC7L3,0.5522907997760026,0.5628402283730356,892
MRPL34,0.5936590298281554,0.5623199123561955,893
LITAF,0.5111610717569454,0.5619824638580269,894
SNHG29,0.26464918772514984,0.5615661080358121,895
STUB1,0.6237430723222263,0.5614070495207344,896
ARL6IP1,0.5546071996421463,0.5613563030847737,897
ACTR3,0.5364597996541546,0.5605044577734815,898
HNRNPF,0.5988847781021858,0.5604789639896955,899
DMKN,0.5255785731053895,0.5603514304312178,900
PRKAR1A,0.5941431946403898,0.5599996937890654,901
H2AFJ,0.5971324274335242,0.5597508966867095,902
VAMP5,0.3646718118723255,0.5596213712146988,903
HIF1A,0.5157330153199081,0.5590395997168758,904
FOSB,0.3528862749732866,0.5585231380136522,905
SRRM1,0.5791898618454346,0.5573445581198743,906
RER1,0.6086932015161011,0.557199505376031,907
SNRPF,0.6269462956585012,0.5571007354007383,908
RAMP2,0.23521409713847768,0.5567840871747638,909
BAG1,0.587948532845892,0.5560987213688422,910
EIF1AX,0.6033514769115604,0.5558618254145417,911
JTB,0.6247635368651677,0.5556636175964695,912
ECI1,0.574850332110694,0.555061990985962,913
CLTC,0.572106750782999,0.554741983082071,914
LMAN2,0.5997411927747776,0.5543107045102111,915
FUS,0.5355395617430395,0.5541779510393838,916
RPS28,3.4236936886736387,0.5539887615135193,917
CNBP,0.5975433304592231,0.5526487231725548,918
LGALS3BP,0.5274295367611016,0.5526265069489017,919
SNRPN,0.5123555463330453,0.552193203065269,920
NR2F2,0.475070196220561,0.5514294994301059,921
POLR2J,0.6151598061769112,0.5513041892388753,922
YPEL3,0.5623777234365812,0.5505972072346694,923
SNRPB,0.5804344342563836,0.5503308006203076,924
MRPS36,0.590841509770511,0.5498914094802925,925
PAIP2,0.5906744530817806,0.5497817479493404,926
TMEM123,0.5634843753201645,0.5496556937347522,927
H2AFV,0.5934221784115786,0.5496018605634087,928
TGFBR2,0.32969819968105024,0.549459927199491,929
RBM8A,0.6002880073306396,0.5486256573538809,930
FKBP8,0.5953075881883731,0.5483858743346628,931
SSR3,0.5986218228106226,0.5479207263148083,932
ACAA1,0.4633406545952388,0.5478124063229268,933
ARHGDIA,0.5785834690275162,0.5474845634531532,934
CBX3,0.5922116556471873,0.5464221477699103,935
CHURC1,0.5803162647552054,0.5461214410086324,936
ZNF706,0.5872563634374997,0.5459447051307733,937
SEPT2,0.5319251663335419,0.5451283667403028,938
SPARCL1,0.22044482112787536,0.5443353896556449,939
ARF4,0.5962684173719974,0.5442388294564263,940
C8orf59,0.5504517352529829,0.5430746244553466,941
EGFL7,0.2593981451692995,0.5421013372713382,942
LRRFIP1,0.523281103885029,0.5415327841948938,943
SCIN,0.4503871438282786,0.5411040555628915,944
VKORC1,0.5892103562228099,0.540714233143887,945
CDK2AP2,0.49453423633766114,0.5401950801794339,946
PGAM1,0.5814647345280287,0.5395057733404529,947
UBE2B,0.5939110798189984,0.5391782826265628,948
JAK1,0.5258242211656565,0.5388201829244292,949
XRCC5,0.568178436436434,0.5385704263186828,950
HLA-DRB5,0.24088445103957828,0.5383344116343428,951
PSMA4,0.5794772355877776,0.5381010744720617,952
EPAS1,0.26969729881150845,0.5377990798673595,953
RAB11A,0.574373333877435,0.5374210329463558,954
MAGED2,0.5520401980132695,0.5374039796296703,955
DUT,0.5758588926359489,0.5368136359225526,956
LRP2,0.29943669513458837,0.5365292865434831,957
MZT2A,0.560709021120497,0.535911318401896,958
CDC42SE1,0.4566702038121029,0.5356997281574433,959
ATRX,0.5179794021350634,0.5355297095781897,960
METTL9,0.5517001496395147,0.5353925055698782,961
PSMB8,0.503216109838942,0.5353700566516664,962
ALDH6A1,0.3813873337589249,0.5349681831004759,963
KCNJ1,0.3863046842407709,0.534885002369929,964
SLC25A39,0.4982715392743773,0.5346722828572981,965
CLIC4,0.4001586819329238,0.5346093469517437,966
B4GALT1,0.5046184505990302,0.5345544250880498,967
ARPC4,0.5098966841501599,0.5341282247487558,968
MACF1,0.48323570574435093,0.5339975929310156,969
CLCNKB,0.3696556029740486,0.5338259971846526,970
H1FX,0.45989120050106713,0.5334909057540125,971
RPLP1,3.672918476639017,0.5328020279438714,972
UQCRC1,0.556910823086404,0.5327654129135484,973
DDX24,0.5303632572455145,0.532085905066726,974
MRFAP1,0.5895351200475744,0.5319381470531435,975
MRPS34,0.5760282268197451,0.5315240862912394,976
VCAM1,0.2806452795644748,0.5312859746763645,977
TMED4,0.5417228279699309,0.5311447516900882,978
GCSH,0.5088382270871421,0.5308869659086151,979
P4HB,0.5447293560873202,0.5305096611165727,980
MSRB2,0.5422348958802252,0.5296242970318095,981
LMAN1,0.533215062897398,0.5294474771623106,982
CBR1,0.5305853006088095,0.5293873409857295,983
SSU72,0.5813453809381021,0.5289575699839404,984
BZW1,0.5429901889769131,0.5281257678878406,985
TM9SF3,0.5334206971238633,0.5274718462283061,986
HIPK2,0.4788892107510434,0.5272709593324413,987
UGT2B7,0.3179147006202891,0.5267712691710423,988
LSM5,0.5708535622605831,0.5267696866469707,989
BCL7C,0.5544119778483805,0.5263553091486346,990
RSRP1,0.455448393247113,0.5263305325911252,991
EMCN,0.19173788843417244,0.5259217265117503,992
TAX1BP1,0.5499219453338645,0.5258656943707536,993
ATP5G1,0.301941741643032,0.5255692809373163,994
NDUFS2,0.5588393341442384,0.5254280197393861,995
MLF2,0.5690307415658503,0.5249754847836194,996
ENG,0.23457701247142076,0.5246328080611145,997
SF1,0.5238922984089238,0.5242601605145005,998
HP1BP3,0.523237615339169,0.523850154838827,999
CTSL,0.5159078157789807,0.5235492421758443,1000
XBP1,0.47815453294436205,0.5234000003552648,1001
SMIM26,0.5174557429359204,0.523029474292256,1002
BEX4,0.5376711133072681,0.5228972052039472,1003
REX1BD,0.5026019092526748,0.5222133965435638,1004
UQCRC2,0.5499894956435345,0.5217963366603975,1005
CRYL1,0.47025578654875677,0.5213404784630304,1006
GLUL,0.45648278746524923,0.5210265484235598,1007
FABP1,0.18572493023128844,0.520747175158059,1008
SIGIRR,0.48818845500389857,0.5202516618792004,1009
IQGAP1,0.49558814208617297,0.5202470642672189,1010
ADGRG1,0.41361508025882104,0.5200349000437132,1011
NHP2,0.5526431613612565,0.5199138835921057,1012
MYO6,0.4944229946963363,0.5194566198838656,1013
PLA2G16,0.40130211179466035,0.5194205253535435,1014
CYB5R3,0.5269221981210942,0.5186194110181594,1015
AKAP9,0.4860826390890981,0.5183378604609186,1016
DCTN3,0.562338782467722,0.5178236662473874,1017
TBCB,0.548234646240436,0.5177582019008755,1018
SRSF11,0.5233125908536319,0.5172034812799161,1019
YBX3,0.5073075602549559,0.5171863630188047,1020
TAPBP,0.4806321937045067,0.5171046619832772,1021
GNB2,0.5428985846672766,0.5166028301936998,1022
LTF,0.21034120034581316,0.5161670815698083,1023
SFT2D1,0.5637646193741462,0.5158350277139414,1024
UQCC2,0.540501644809702,0.5151806401134629,1025
SMIM24,0.3625175528999038,0.5141773860173683,1026
CD47,0.4792169916971296,0.5140143668961676,1027
BAX,0.47935579402036943,0.5139482514646008,1028
EIF5,0.5372374147949908,0.5138291443094569,1029
CSNK2B,0.5428571492679437,0.5137294149325634,1030
TMED2,0.5455258299268769,0.513574020597299,1031
MYL9,0.2826761075020149,0.5131619772736411,1032
CSNK1A1,0.5266264091370351,0.5129670488581501,1033
DPP7,0.5259826030546721,0.5125779979055642,1034
ELF3,0.41243033844798294,0.5124821812646162,1035
NDUFS3,0.5440691536168267,0.5120358595141086,1036
CCDC85B,0.38628787273158505,0.5112964754110999,1037
PSMA1,0.5503376888551382,0.5110944000055744,1038
PRRC2C,0.48540098273713905,0.5105344535533667,1039
BTG2,0.3731130694033989,0.5103597263785234,1040
AKR7A2,0.49289279907286476,0.5101068602966568,1041
TMED9,0.5298565127140158,0.5100697237900917,1042
HNRNPM,0.526139520100595,0.5099587589571857,1043
ITGB6,0.30782508347851467,0.509771319060597,1044
ACSL4,0.3739063432490301,0.509707282056795,1045
CTSZ,0.43660442483717765,0.5093174981353734,1046
DECR1,0.5184312281138883,0.5091686933237991,1047
GTF2A2,0.5580048324707458,0.5090829644023981,1048
PHB2,0.5436297602834635,0.5090129915196464,1049
ITGB8,0.3801301482661704,0.5083890176100749,1050
ACAA2,0.4630201081230477,0.5074817037891098,1051
GTF3C6,0.5365632029252104,0.5074407096395059,1052
PSMB2,0.543057101686798,0.5071088023972431,1053
MOB1A,0.5191740319262396,0.5070229454399358,1054
SELENOK,0.48560479798582185,0.5065593055383043,1055
PSMC5,0.5420829215095128,0.5064834152382478,1056
CAP1,0.4902375595796066,0.506323689361629,1057
MIEN1,0.5325266888384915,0.5060341618856203,1058
HSPG2,0.32415851450456956,0.5060095515448766,1059
RNF213,0.428893102328508,0.5059907371871792,1060
PAXX,0.4353599910771539,0.5058510447726876,1061
ACADM,0.47921516594511654,0.5055117126221166,1062
TTC3,0.503833690632118,0.5055075307909098,1063
NGFRAP1,0.28519904345553637,0.5050121554735478,1064
MAP1LC3B,0.5301293173027438,0.5046311489256045,1065
RTRAF,0.494818658587648,0.5045301637424885,1066
CNPY2,0.5502766916135299,0.5044356114030888,1067
NME2,0.28467868780600725,0.5042924431134082,1068
UBXN4,0.5224476960160773,0.5035321334862736,1069
PSMB5,0.5384280291190814,0.5032337244543973,1070
CD37,0.2662101976017442,0.5027108613757624,1071
CDH6,0.27965489314653047,0.502696318692834,1072
TMEM147,0.535999488625265,0.5025996963811221,1073
COL4A2,0.38220726453144255,0.5021704513515176,1074
PABPN1,0.5010705713186305,0.5019727857388689,1075
CHD9,0.4756152681321026,0.501846025607428,1076
CLTB,0.5342357374777503,0.5008432950947882,1077
RNASEH2C,0.5198577336658736,0.500571075430955,1078
HNRNPD,0.5103920188102786,0.5000308561784159,1079
MTDH,0.48718661269093394,0.49946333562263234,1080
VEGFB,0.49793700178970046,0.49944383196380304,1081
ARF6,0.49383061284157104,0.4984002160631622,1082
MT-ND6,0.4356801498777449,0.49822007869300144,1083
DEK,0.4682218736674008,0.49766548311866265,1084
PDCD6,0.5342184868152111,0.4975824966064437,1085
RAB5C,0.5188353889026066,0.49734183130591103,1086
RNASET2,0.38875867056121316,0.49712381026307756,1087
