gene,mean_expr_CKD,mean_expr_AKI,diff_mean_expr,pct_expr_CKD,pct_expr_AKI,pct_expr_diff,p_value,adj_p_value,importance,combined_score,direction
RNF187,0.3866431591951812,0.33309367952825447,0.05354947966692675,0.332239969575965,0.2650542201789016,0.0671857493970634,1.004680166293794e-18,2.0743568471310268e-18,0.0001303939085152,8.295613948669962e-06,UP_in_CKD
UTRN,0.3398302674412096,0.2844479396473754,0.055382327793834174,0.24852633580528619,0.19344360601669083,0.05508272978859535,1.881955335757272e-17,3.7514059848982164e-17,0.0001655428367159,8.295140398257613e-06,UP_in_CKD
PDHA1,0.5162454181490822,0.4599340427292374,0.05631137541984482,0.398031945236737,0.33331667582829444,0.06471526940844258,1.0397242460877452e-15,1.954368883623581e-15,0.0001544305452539,8.277878704562987e-06,UP_in_CKD
FAT1,0.35738361817595576,0.29792381343825525,0.05945980473770052,0.2881251188438867,0.22537604317625307,0.06274907566763363,2.364819781371161e-22,5.453081740287074e-22,0.0001032032104279,8.187585910738771e-06,UP_in_CKD
PTS,0.38967992333227874,0.3353254547982356,0.05435446853404313,0.3319547442479559,0.2696516915696367,0.062303052678319204,1.2266505052993143e-19,2.6061979574348036e-19,0.0001299972832772,8.181216401075663e-06,UP_in_CKD
MBTPS1,0.27658884379582127,0.22109623048159277,0.0554926133142285,0.24710020916524053,0.1828994053270701,0.06420080383817042,2.0477434184831343e-26,5.250624149956755e-26,9.015329551444006e-05,8.119526358684596e-06,UP_in_CKD
RPL9,2.4940937596324915,2.609646401115972,-0.11555264148348066,0.939769918235406,0.9423317175553445,-0.002561799319938496,6.649337064105289e-42,2.502887226137499e-41,0.0006750815409502,8.113792995693828e-06,UP_in_AKI
MCFD2,0.263457573358272,0.21133158448303443,0.05212598887523759,0.24267921658109906,0.1815501474189196,0.06112906916217947,2.1086195196445497e-25,5.293605488647406e-25,0.0001046998681004,8.098970132323713e-06,UP_in_CKD
REST,0.25262267013841394,0.20119736872151464,0.0514253014168993,0.2253280091272105,0.16555894258158013,0.059769066545630356,2.290578054048671e-24,5.586775741582125e-24,0.0001126115131607,8.048447090106881e-06,UP_in_CKD
CPE,0.17897421615959036,0.12393708485720636,0.055037131302383996,0.11028712683019586,0.07206036679826096,0.0382267600319349,2.6256273135670743e-26,6.720889027902068e-26,0.0001514539277875,8.021053884146424e-06,UP_in_CKD
CRTAP,0.31173011220421887,0.2576720754801183,0.05405803672410059,0.27277048868606196,0.2136325021238319,0.05913798656223007,9.945107021537185e-23,2.318206764927083e-22,0.000115644432253,7.9984415689109e-06,UP_in_CKD
ENG,0.23456221061588953,0.17254866386396941,0.06201354675192011,0.11337706788362807,0.08645245115186648,0.026924616731761594,2.1231953493530246e-20,4.6189891574032445e-20,0.000246660247596,7.963236543699545e-06,UP_in_CKD
MRFAP1,0.5947516981252022,0.5431558823871402,0.051595815738062045,0.45897509032135386,0.3912348208485333,0.06774026947282058,1.0313654063105722e-12,1.7630177885650809e-12,0.0001934724155662,7.947978045941789e-06,UP_in_CKD
RAD21,0.33415316391648353,0.2812700372969986,0.05288312661948491,0.2845122646891044,0.2219779121483184,0.06253435254078599,8.353715561979496e-20,1.7811760260084214e-19,0.0001276661282128,7.915828363561182e-06,UP_in_CKD
PHLDA1,0.213859913117799,0.16107758626121674,0.05278232685658227,0.17693477847499525,0.1275298585777822,0.049404919897213045,9.075308191197283e-28,2.402994225383217e-27,0.0001139482940045,7.90974220593419e-06,UP_in_CKD
PPP6R2,0.2565211434469662,0.20685311463957615,0.04966802880739005,0.22499524624453318,0.16675828294438058,0.0582369633001526,6.282298615782634e-22,1.4332240188097263e-21,0.0001310399438746,7.900487028072313e-06,UP_in_CKD
BTF3L4,0.5019953908681345,0.4508749424864742,0.0511204483816603,0.4044495151169424,0.3409124981260307,0.06353701699091169,2.647897338987094e-14,4.756701806563642e-14,0.0001821671568807,7.88285632824923e-06,UP_in_CKD
HECTD1,0.33255078276507233,0.27981178847022387,0.05273899429484846,0.2864137668758319,0.22537604317625307,0.061037723699578855,2.99981870503742e-20,6.483758008005951e-20,0.0001275226406377,7.8768232417059e-06,UP_in_CKD
TMEM50A,0.7883845348500602,0.739763027437094,0.048621507412966225,0.545303289598783,0.47608815151666584,0.06921513808211721,2.3987822956998033e-09,3.6809958501787268e-09,0.0002767057678968,7.85385904997206e-06,UP_in_CKD
POLR2K,0.6945496110026766,0.6443855389434255,0.05016407205925111,0.5036128541547823,0.43481085403028336,0.06880200012449894,8.064053454719986e-11,1.2847668807307464e-10,0.0002294118321795,7.83172762684835e-06,UP_in_CKD
MT1G,1.0223915162802333,1.1464284887856668,-0.12403697250543355,0.37269442859859286,0.3675978211983409,0.0050966074002519735,2.0054286419146673e-12,3.4067304222785966e-12,0.0010793022133434,7.824386558590056e-06,UP_in_AKI
HNRNPM,0.5392608358177204,0.4854682309623231,0.05379260485539733,0.42536603917094506,0.3517065613912348,0.07365947777971027,3.7988129766895824e-14,6.779559149356779e-14,0.0001498099833738,7.81696415318464e-06,UP_in_CKD
RPL27A,1.8791260509728946,1.9375669344175674,-0.0584408834446728,0.8703650884198517,0.8474838838638749,0.022881204555976864,1.4667881446703697e-09,2.2577549687075985e-09,0.0006757450983164,7.812859698297721e-06,UP_in_AKI
PLEKHB2,0.3838480343928971,0.3306724017700428,0.053175632622854296,0.3209735691196045,0.26025685872769977,0.06071671039190474,3.123122812891257e-18,6.395473336978683e-18,0.0001406762407213,7.809474139814547e-06,UP_in_CKD
S100A8,0.05358375438836894,0.1381028282541207,-0.08451907386575178,0.019965772960638905,0.05017240517715257,-0.030206632216513662,2.7060518189233774e-54,1.30098645140547e-53,5.7489470703989307e-05,7.76218212120951e-06,UP_in_AKI
WDR13,0.30060347890142364,0.2487305974522178,0.05187288144920585,0.27210496292070735,0.20928489330868022,0.06282006961202713,3.937495046249686e-22,9.037861621078086e-22,0.00011305234359,7.752562810633367e-06,UP_in_CKD
UBE2H,0.37665662205736095,0.32111668766908413,0.05553993438827681,0.3174557900741586,0.25111188846134624,0.06634390161281234,5.1985992076109557e-20,1.113985544488062e-19,0.0001108943117577,7.744553122599508e-06,UP_in_CKD
RPAIN,0.3205067912747353,0.26879534116268017,0.051711450112055135,0.2918805856626735,0.22332717005646893,0.06855341560620457,3.749348106053327e-21,8.325717481983702e-21,0.0001086878596896,7.736623089789422e-06,UP_in_CKD
DGCR6L,0.3860012849777457,0.3355724702535757,0.05042881472416999,0.33214489446662865,0.2672530108440358,0.06489188362259285,6.63965707233466e-17,1.2993458067191115e-16,0.0001485377320542,7.721968272891578e-06,UP_in_CKD
NUMB,0.24033727989461068,0.18966622076873257,0.050671059125878104,0.21425175888952272,0.15851281795012742,0.0557389409393953,1.0607408767495903e-24,2.6234316819857963e-24,0.0001159247465694,7.720749585232906e-06,UP_in_CKD
AP2S1,0.7299314280667902,0.8189079506464778,-0.08897652257968758,0.5249096786461305,0.5125680875518465,0.01234159109428401,7.296681623496264e-27,1.8936024974471272e-26,0.0002732029623127,7.71700403044018e-06,UP_in_AKI
ALDH9A1,0.3275777825602645,0.2742202857920737,0.05335749676819079,0.28436965202509984,0.22252760981460196,0.06184204221049788,6.365420690535073e-21,1.406204865361209e-20,0.0001170465312783,7.667274655461305e-06,UP_in_CKD
GNB2,0.5634395103465849,0.5115137183975886,0.05192579194899627,0.43972238068073777,0.37104592474139225,0.06867645593934552,4.738621506488175e-13,8.146627231784827e-13,0.0001778028296428,7.665153316419427e-06,UP_in_CKD
UCHL1,0.37062630410228303,0.3103686622853299,0.060257641816953145,0.2549439056854915,0.2047873669481785,0.05015653873731302,5.947459959277607e-19,1.2364781620119766e-18,0.0001416093935388,7.664332139622463e-06,UP_in_CKD
YIPF3,0.44108262534882775,0.38948309548282434,0.05159952986600341,0.3662768587183875,0.29768627255009744,0.06859058616829006,1.1946959770641711e-15,2.2386557971221198e-15,0.000147558755622,7.65091264850452e-06,UP_in_CKD
TAF9,0.2724184587965215,0.21902660725920567,0.05339185153731582,0.24068263928503517,0.1861476188096547,0.054535020475380475,5.753798278551199e-25,1.4312931041172135e-24,0.000110116010974,7.645132019876612e-06,UP_in_CKD
XIAP,0.26055004096555756,0.20663132851673366,0.0539187124488239,0.22979653926602014,0.1709559742141822,0.058840565051837934,5.550736575108407e-26,1.4148011661278863e-25,9.694724964805706e-05,7.643039074614026e-06,UP_in_CKD
HADHA,0.4875578953463051,0.4350814268307283,0.0524764685155768,0.3957976801673322,0.3257208535305582,0.070076826636774,7.007887878838403e-15,1.2811495208114081e-14,0.0001491571480245,7.620094963051606e-06,UP_in_CKD
SRSF3,0.8948384313780507,0.8460444819957043,0.04879394938234649,0.5991158014831717,0.5311578631752536,0.06795793830791808,8.806460435884346e-09,1.318990579513382e-08,0.0002907649672335,7.597332648102577e-06,UP_in_CKD
REG1A,0.08502962180130132,0.16822579230360118,-0.08319617050229987,0.043069024529378205,0.06631352755984209,-0.02324450303046388,9.146704734187158e-44,3.60579687287273e-43,9.255809387186626e-05,7.597033904216042e-06,UP_in_AKI
CUBN,0.2244931363328078,0.16097918333554997,0.06351395299725782,0.12668758319072068,0.09424816351006947,0.03243941968065121,5.022659426866388e-27,1.3068498075107687e-26,0.0001415518306179,7.548928544674324e-06,UP_in_CKD
MEAF6,0.45794648410435335,0.4075230045032004,0.050423479601152954,0.37592698231602967,0.30987956623856877,0.0660474160774609,1.25160358636493e-14,2.2646627015046984e-14,0.0001650718133504,7.501273382922992e-06,UP_in_CKD
RPL14,2.486088182314826,2.5997467382478945,-0.1136585559330685,0.9266970907016543,0.9223926840237869,0.004304406677867356,2.576464785784133e-33,7.823273641044938e-33,0.0004773060515112,7.497333739895824e-06,UP_in_AKI
LRP10,0.3837247036690186,0.33234954589194216,0.05137515777707646,0.3263453127971097,0.2614561990905002,0.06488911370660949,3.247379291891719e-17,6.426212319046937e-17,0.0001383309920026,7.467000881609644e-06,UP_in_CKD
CLPTM1,0.2770006324691408,0.22716324200074473,0.04983739046839608,0.24933447423464536,0.19094498026085652,0.05838949397378884,1.0545551226892086e-21,2.387671975900095e-21,0.0001240806583793,7.446040790598836e-06,UP_in_CKD
SPIN1,0.27133400851687084,0.22049303804190112,0.050840970474969716,0.24458071876782658,0.1881964919294388,0.056384226838387785,2.8842169740501077e-23,6.840040254664286e-23,0.0001171695097128,7.444793577573045e-06,UP_in_CKD
PDCD6IP,0.37437204442596206,0.321876805186341,0.05249523923962107,0.31755086518349496,0.25560941482184796,0.061941450361647,3.684962515152246e-18,7.515219269515117e-18,0.000133039846999,7.407808128886837e-06,UP_in_CKD
STARD7,0.31831911436247085,0.2666718754137168,0.05164723894875406,0.28237307472903594,0.22072859927040128,0.06164447545863466,9.658093290720246e-21,2.1242140668739547e-20,0.0001182062008086,7.4036817908440965e-06,UP_in_CKD
MRPL40,0.4846387659591767,0.4314344389950497,0.053204326964127024,0.39517969195664576,0.32492129328869124,0.07025839866795452,1.3211275817364251e-15,2.4724783189078448e-15,0.0001351576177095,7.379769871600623e-06,UP_in_CKD
BROX,0.3102324925644388,0.2593996410832565,0.05083285148118227,0.2731983266780757,0.21348258457848185,0.05971574209959385,2.7634320991663537e-20,5.990098480851923e-20,0.0001263125106063,7.370399604769507e-06,UP_in_CKD
ITPR2,0.23981426939585623,0.18574427017328,0.05406999922257624,0.20593268682258983,0.151266803258208,0.054665883564381845,1.565987822720932e-27,4.1246386902219454e-27,9.44755213021216e-05,7.3678839829453175e-06,UP_in_CKD
GTF3A,0.33580851557906843,0.41609174775740887,-0.08028323217834044,0.2845598022437726,0.3013342661536155,-0.01677446390984294,3.497437342528582e-35,1.1173921222136045e-34,0.0001610725837857,7.36474740122826e-06,UP_in_AKI
ARL16,0.3266795573646647,0.2762071276506403,0.05047242971402438,0.2939247005134056,0.22652541102393683,0.06739928948946874,1.3111815123000328e-19,2.781856108133026e-19,0.0001166562886552,7.363668293959331e-06,UP_in_CKD
MKNK2,0.2572561673437634,0.20610383338786312,0.05115233395590027,0.2300342270393611,0.1706061666083654,0.059428060430995716,9.445457609294837e-24,2.2687248060756215e-23,0.0001068403537949,7.354440840303607e-06,UP_in_CKD
PPA1,0.5385181225582341,0.6425785998503214,-0.10406047729208734,0.414717626925271,0.42151816500924494,-0.0068005380839739615,8.002364326204215e-42,3.0046424253582786e-41,0.0002553236985281,7.321723269918826e-06,UP_in_AKI
MAML2,0.24412168103153983,0.19316307694468557,0.050958604086854264,0.21011599163339037,0.1536155114686922,0.056500480164698164,6.837248067252188e-24,1.644887265577912e-23,0.0001111916783473,7.29405987567771e-06,UP_in_CKD
TMEM248,0.34377513226600365,0.29219927412771995,0.05157585813828369,0.298583380870888,0.23622007895657388,0.062363301914314107,5.448375896187848e-19,1.1335040005938656e-18,0.0001254308294801,7.23997861980259e-06,UP_in_CKD
TFDP2,0.276998507489768,0.22348407397187492,0.05351443351789309,0.2483361855866134,0.18394882814452052,0.0643873574420929,1.1538928781470443e-24,2.8514651025050516e-24,8.875998812835537e-05,7.2008905299922294e-06,UP_in_CKD
PMM1,0.272152868086031,0.22266030675317355,0.049492561332857454,0.24358243011979464,0.18379891059917045,0.05978351952062419,1.4617641371129128e-21,3.2947350949201643e-21,0.0001187892504681,7.199042188216986e-06,UP_in_CKD
RER1,0.6269781298245679,0.5756291398312543,0.05134898999331361,0.4704316409963871,0.40222877417420416,0.06820286682218296,5.966019813439577e-12,9.965511937816665e-12,0.0001866632597343,7.191927484726851e-06,UP_in_CKD
NUCB2,0.23557269569932263,0.18737384662579257,0.04819884907353006,0.21639094884959117,0.158262955374544,0.058127993475047185,1.9687366403073708e-23,4.694920445884032e-23,0.0001146752870798,7.173793813803981e-06,UP_in_CKD
DNAJC8,0.44631101809513957,0.39643850620349547,0.0498725118916441,0.3718387526145655,0.3063315176652841,0.0655072349492814,1.1500047385033606e-14,2.0846007344471794e-14,0.0001602535668419,7.162676417904044e-06,UP_in_CKD
GNB1,0.45401853644282414,0.4024804478278023,0.05153808861502185,0.36808328579577865,0.3056319024536505,0.06245138334212813,7.777927214509134e-15,1.4193297836695498e-14,0.0001603576260531,7.14733981625241e-06,UP_in_CKD
DPP7,0.5509568670926946,0.4994667030264928,0.05149016406620183,0.42612664004563605,0.35930238368897105,0.066824256356665,7.676928328425001e-13,1.3160448563014287e-12,0.0001739051036193,7.1090871554524794e-06,UP_in_CKD
MT1E,1.043281577031744,1.0874600872095102,-0.044178510177766084,0.5314698611903403,0.4909799610214382,0.04048990016890214,0.0003054260683909717,0.00038482914958963256,0.0011601962446237,7.086729513441656e-06,UP_in_AKI
SCAMP2,0.34777045986520844,0.2970257744295619,0.05074468543564653,0.29996196995626545,0.23422117835190645,0.065740791604359,5.069376203889846e-18,1.028271035271774e-17,0.0001248273247834,7.074156420356895e-06,UP_in_CKD
VAMP8,1.2040262152629873,1.2834791276422906,-0.0794529123793033,0.6838277239018825,0.6708810154415071,0.012946708460375378,7.729197131325898e-17,1.5096088147120893e-16,0.0004332764564306,7.051344491345017e-06,UP_in_AKI
YY1,0.3593498875198998,0.30895295056469696,0.050396936955202865,0.3076630538125119,0.24276647843685972,0.06489657537565219,2.840058033876302e-17,5.631311369219369e-17,0.0001325699381391,7.045438838620676e-06,UP_in_CKD
ACTG1,2.2570466790543757,2.303764042235337,-0.046717363180961424,0.9048298155542879,0.8778671730548199,0.026962642499468004,3.5873389124234873e-06,4.874101783184086e-06,0.0010526614854868,7.043624462698574e-06,UP_in_AKI
THY1,0.2756964518237625,0.21410401094379095,0.061592440879971566,0.1664765164479939,0.13092798960571686,0.03554852684227705,2.3401604672831454e-22,5.40452763806731e-22,0.0001511010011271,7.036027743857399e-06,UP_in_CKD
PRDX5,1.4918239734345806,1.4373193520613716,0.054504621373208995,0.7472428218292451,0.6934685922742492,0.05377422955499589,7.185320918868215e-08,1.0393424665672442e-07,0.0003433561763776,7.0276389071947685e-06,UP_in_CKD
RAB18,0.38073128689782904,0.32921415361626954,0.05151713328155949,0.3315744438106104,0.26695317575333566,0.06462126805727475,5.076551605829931e-18,1.0290307309114725e-17,0.0001236739787228,6.994179896604636e-06,UP_in_CKD
RRAGA,0.35718870115932694,0.3047550872503018,0.05243361390902512,0.31284464727134437,0.24756383988806158,0.06528080738328279,1.6841327430608643e-19,3.555523032500065e-19,0.0001106818003274,6.989508319661959e-06,UP_in_CKD
RPL23A,2.0621982538056236,2.1502035874364993,-0.0880053336308757,0.8899505609431451,0.883264204687422,0.006686356255723114,1.0956295203007487e-20,2.406214173427706e-20,0.000605334259342,6.988166233781372e-06,UP_in_AKI
PIGT,0.29024061050650735,0.23680889406209782,0.05343171644440953,0.2630252899790835,0.20013992304232672,0.06288536693675675,2.742370743278225e-24,6.663651376161869e-24,8.96625046875492e-05,6.982379758863303e-06,UP_in_CKD
TMEM243,0.3476730007392827,0.29939786918275835,0.04827513155652435,0.3043829625404069,0.240017990105442,0.06436497243496492,8.241255847389145e-17,1.6054394507900932e-16,0.0001417631627895,6.957284240840428e-06,UP_in_CKD
BDH2,0.5893703187862356,0.5364004278723283,0.05296989091390725,0.4273150789123408,0.3605017240517715,0.06681335486056927,6.7093597376059464e-12,1.1176057308616234e-11,0.0001794476162474,6.955238732688971e-06,UP_in_CKD
STX16,0.24291657116423698,0.1928287177091782,0.050087853455058784,0.21306332002281803,0.1586627354954775,0.054400584527340534,1.3615930351978175e-23,3.2496253823336934e-23,0.0001128748257878,6.9165119448580654e-06,UP_in_CKD
EIF4EBP2,0.29623718550037487,0.24432069576481866,0.05191648973555621,0.25522913101350064,0.19929039028534307,0.05593874072815758,3.515904715070135e-21,7.813121589044744e-21,0.0001177909404428,6.878297594990335e-06,UP_in_CKD
ACO2,0.378455901259742,0.3340540863859089,0.0444018148738331,0.31717056474614946,0.2615061716056169,0.055664393140532564,4.147814180872693e-13,7.163755061956292e-13,0.0002289010030055,6.870975230723261e-06,UP_in_CKD
GANAB,0.3126973632516432,0.25944892076988524,0.053248442481757974,0.2778570070355581,0.21513167757733248,0.06272532945822562,2.6331471517274e-22,6.062503035442978e-22,9.675743940159568e-05,6.8568607067956205e-06,UP_in_CKD
DDOST,0.3904459971963358,0.34049747606647335,0.04994852112986248,0.33052861760791025,0.2682024886312528,0.06232612897665746,3.416337243009437e-16,6.532193581279995e-16,0.0001448877072413,6.8491619577782085e-06,UP_in_CKD
WAC,0.35281551252579935,0.3050688419931533,0.04774667053264603,0.3007701083856246,0.2389685672879916,0.06180154109763303,1.0288465830579601e-15,1.9351346389804895e-15,0.0001572019431266,6.8251164797999195e-06,UP_in_CKD
DBI,1.4508830887462976,1.5116480089712112,-0.06076492022491364,0.7336470811941433,0.7089600719604218,0.02468700923372158,8.056133839697042e-09,1.2114486976988032e-08,0.0005744383644111,6.821953590386276e-06,UP_in_AKI
COX4I1,1.866547860666253,1.9582128195369028,-0.09166495887064996,0.8440768206883438,0.8357903153265703,0.008286505361773444,8.696875634896853e-21,1.915611373325298e-20,0.0004548262320968,6.8120269863483216e-06,UP_in_AKI
VPS36,0.263189617016344,0.216249749568851,0.04693986744749301,0.24011218862901693,0.17900154914796862,0.06111063948104831,5.0662844143998356e-20,1.0864083805003222e-19,0.0001247202059368,6.784621292425323e-06,UP_in_CKD
ZNF638,0.34138286090107484,0.2903476989145118,0.05103516198656305,0.2864613044305001,0.22717505372045374,0.05928625071004637,5.13227088991698e-18,1.0396227325962823e-17,0.0001316131740819,6.763016287223087e-06,UP_in_CKD
HSD17B4,0.2836518208052005,0.23289251829950586,0.05075930250569466,0.25755847119224184,0.19659187446904203,0.06096659672319982,2.7701577453391276e-22,6.373062297559343e-22,0.0001028287983287,6.744800926568929e-06,UP_in_CKD
SYNGR2,0.40080804605918574,0.3500803944657502,0.05072765159343556,0.33014831717056475,0.26865224126730297,0.06149607590326178,1.1751962008760601e-15,2.203492876642613e-15,0.0001468455922072,6.71420900378131e-06,UP_in_CKD
ALOX5AP,0.11316408582731165,0.18333434535412046,-0.07017025952680882,0.06712302719148128,0.09709659687172055,-0.029973569680239273,1.2282277254391884e-39,4.386527590854244e-39,8.315965970261973e-05,6.709016201371005e-06,UP_in_AKI
WDR33,0.25582795840032635,0.207808261444153,0.04801969695617336,0.23711732268492108,0.17570336315026736,0.06141395953465373,8.140657960663483e-22,1.8487489691135843e-21,0.0001095572851251,6.698730094978826e-06,UP_in_CKD
FAM120A,0.3944233516509262,0.34530254551207235,0.049120806138853834,0.33081384293591937,0.26945180150917,0.06136204142674939,2.186358599234734e-15,4.068905581702359e-15,0.0001541424261927,6.6859640182437834e-06,UP_in_CKD
PXMP2,0.25945908664740264,0.21056787387777273,0.048891212769629905,0.22133485453508273,0.16935685373044826,0.05197800080463447,2.538146823630975e-20,5.509725376912392e-20,0.0001365375741974,6.682413828828121e-06,UP_in_CKD
TRIP11,0.30649515085067247,0.2554373454092078,0.051057805441464654,0.26544970526716105,0.20388786167607817,0.06156184359108288,4.2139368537744724e-20,9.055738224443708e-20,0.0001112935616522,6.661636115979256e-06,UP_in_CKD
QKI,0.37997487687631987,0.3277526064661488,0.05222227041017108,0.3057615516257844,0.24866323522062866,0.057098316405155725,1.3260869207870793e-16,2.5749260597807367e-16,0.0001425130513332,6.624582323340441e-06,UP_in_CKD
HAX1,0.3783490907504105,0.3321358088751559,0.046213281875254586,0.32843696520251,0.26390485233121785,0.06453211287129212,1.4081443148473836e-14,2.544839123218163e-14,0.0001631558146163,6.614596688200912e-06,UP_in_CKD
TMEM256,0.619900806615898,0.5697757760350899,0.05012503058080808,0.4632059326868226,0.3979811103892859,0.06522482229753668,3.3369838193643615e-11,5.393831604576015e-11,0.0001955624490476,6.565128374644962e-06,UP_in_CKD
MRPL19,0.3354641568341477,0.28560960292498566,0.04985455390916205,0.2942099258414147,0.2340212882914397,0.060188637549975,1.374159924190912e-18,2.8294301802146434e-18,0.0001246402781306,6.563157587721884e-06,UP_in_CKD
GZMA,0.11543282057976226,0.19624813058278462,-0.08081531000302236,0.04554097737212398,0.07300984458547799,-0.02746886721335401,4.378692547165179e-36,1.4309452768513658e-35,8.475460315657355e-05,6.555870881727463e-06,UP_in_AKI
DYNLT3,0.3135232965869736,0.2636324478529326,0.04989084873404098,0.27438676554478036,0.2132826945180151,0.061104071026765266,3.208951041001556e-19,6.727360672959238e-19,0.0001180696747663,6.540874920328574e-06,UP_in_CKD
C4orf48,0.6657460993994185,0.7488642320896707,-0.08311813269025214,0.4381061038220194,0.44400579681175356,-0.00589969298973414,8.175110659023144e-22,1.8551688333637997e-21,0.0006433142110964,6.5400565450686305e-06,UP_in_AKI
YBX1,1.3225138062807387,1.3962167420645824,-0.07370293578384368,0.7312226659060658,0.7110589175953226,0.02016374831074319,7.65517343043095e-15,1.3977796890622551e-14,0.000317306597683,6.5332298137149365e-06,UP_in_AKI
PCP4,0.18170719141223965,0.2487919879156927,-0.06708479650345306,0.13662293211637194,0.1600619659187447,-0.02343903380237275,5.623688006228623e-32,1.65564906954719e-31,0.0001346843710771,6.518747917099794e-06,UP_in_AKI
MLF2,0.5843765639750719,0.533581180583787,0.050795383391284865,0.45108385624643466,0.3808405377042627,0.07024331854217197,2.184057711511583e-12,3.708077608678409e-12,0.000159737629444,6.515009742833728e-06,UP_in_CKD
ESF1,0.28782004386415705,0.23894897900819106,0.048871064855965984,0.24667237117322685,0.1882964369596722,0.058375934213554664,7.004017779799852e-19,1.4511086560358809e-18,0.0001280188141719,6.5149773625317445e-06,UP_in_CKD
GHITM,0.7703339487287544,0.7182445687635375,0.0520893799652169,0.5266210306141852,0.46649342861426213,0.060127601999923064,2.483297925245874e-10,3.9025111449647053e-10,0.0002210840125541,6.514903585488463e-06,UP_in_CKD
TTC14,0.2823178763916514,0.2308581963010932,0.05145968009055821,0.23692717246624834,0.17440407775723352,0.06252309470901482,1.2847041282312604e-20,2.813220718754585e-20,0.0001035140858308,6.511356107977081e-06,UP_in_CKD
KHDRBS1,0.49636386416601985,0.4439726701586198,0.052391194007400055,0.3944666286366229,0.3275698365898756,0.06689679204674731,2.9888384697343984e-14,5.3595429821895967e-14,0.0001398237012732,6.503450677073825e-06,UP_in_CKD
ADNP,0.2671731673062404,0.21844428291402665,0.04872888439221376,0.2398269633010078,0.18160011993403627,0.05822684336697154,3.424650888376578e-21,7.621626606179328e-21,0.0001137485062202,6.492907144139162e-06,UP_in_CKD
RPL22L1,0.39273030697932765,0.4824919136617385,-0.08976160668241084,0.3275812892184826,0.3385637899155465,-0.010982500697063857,6.254098657695558e-39,2.1892994134290169e-38,0.0001748044500564,6.489647953449709e-06,UP_in_AKI
SDF2,0.3135333190180807,0.2635145339525993,0.05001878506548141,0.28194523673702226,0.2196292039378342,0.06231603279918807,4.447006104684231e-20,9.542931555116375e-20,0.0001090081753294,6.462637317119906e-06,UP_in_CKD
ATP2C1,0.2908836488805998,0.24125548751482223,0.04962816136577758,0.25945997337896937,0.1981410224376593,0.06131895094131007,1.3617562234310293e-20,2.977601071642193e-20,0.0001085790970623,6.451866635581965e-06,UP_in_CKD
SPAG7,0.4629009127369305,0.4121595829388272,0.05074132979810331,0.3798250617988211,0.31592624056768775,0.06389882123113333,9.911502858595113e-15,1.8020914288354748e-14,0.0001447548377573,6.450716815536219e-06,UP_in_CKD
ERGIC2,0.321016029861323,0.2714645577428986,0.04955147211842437,0.28703175508651835,0.22397681275298587,0.06305494233353248,3.3396415394336545e-19,6.996455739036985e-19,0.0001131973542517,6.4211252305093375e-06,UP_in_CKD
UBXN4,0.5451226927362003,0.4957651647107441,0.04935752802545618,0.42303669899220386,0.3581030433261706,0.06493365566603326,3.6093218728748875e-12,6.059298051832492e-12,0.0001776438942151,6.386642773102382e-06,UP_in_CKD
RAMP3,0.13587561788921412,0.08329848213452291,0.05257713575469121,0.05894656778855296,0.0341812003398131,0.024765367448739854,2.0977139701159934e-24,5.133068442371925e-24,0.0002104421248824,6.381706623936503e-06,UP_in_CKD
POLR2C,0.2564292287313053,0.2082853472704733,0.04814388146083201,0.2374500855675984,0.1758532806956174,0.06159680487198099,5.713441122385242e-22,1.3074235977998264e-21,0.0001028225836088,6.367850008238488e-06,UP_in_CKD
UBE2K,0.35918444886757867,0.30939368795074973,0.049790760916828936,0.3097547062179121,0.24841337264504523,0.06134133357286689,3.311675392615971e-17,6.549127342022355e-17,0.0001271217279276,6.283515800677336e-06,UP_in_CKD
RHEB,0.641469325072851,0.5893004101603103,0.05216891491254072,0.4780376497432972,0.40977462395682374,0.06826302578647347,3.508691563135068e-12,5.896960610311039e-12,0.0001568109569309,6.270890304237401e-06,UP_in_CKD
WDR34,0.28299630743674675,0.2308814935484932,0.052114813888253564,0.2598402738163149,0.1984908300434761,0.061349443772838824,4.695977966155122e-24,1.1342941947234594e-23,8.547523343897016e-05,6.270546170262484e-06,UP_in_CKD
CLINT1,0.37639820158424103,0.32942218525043554,0.04697601633380549,0.3176934778474995,0.2577082604567488,0.059985217390750745,1.0093982815784517e-14,1.833047726837382e-14,0.0001611068617065,6.2362119090003655e-06,UP_in_CKD
SDR39U1,0.2648097827106652,0.21758171633832848,0.0472280663723367,0.24329720479178552,0.18514816850732096,0.05814903628446455,1.2630985660745176e-20,2.767929655386087e-20,0.0001158348497172,6.221612017045274e-06,UP_in_CKD
HLA-C,1.644757454352509,1.7066886367085203,-0.06193118235601136,0.7855105533371364,0.7603817900154914,0.02512876332164493,1.4837992019614932e-08,2.1993071175318575e-08,0.0005208078178447,6.2066482207816505e-06,UP_in_AKI
NDUFAF8,0.35684200796145193,0.42938323217072905,-0.07254122420927711,0.2958737402548013,0.3164259657188546,-0.02055222546405333,1.3676450980007713e-29,3.7815071834122704e-29,0.0001463950440828,6.203401145692276e-06,UP_in_AKI
