gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
CXCL11,1.4750083862674933e-05,Ref,0.012216886,-0.13605858,0.9902525778502034,1.0,0.0015864621893178213,0.0014861012985114624,-0.0
RP11-395B7.4,1.4709686195433751e-05,AKI,-0.048463386,-0.580417,0.9613469436470952,1.0,0.0020988456349008045,0.0023587554756823543,-0.0
RP11-395B7.4,1.4709686195433751e-05,CKD,0.028150776,0.57199925,0.9775418957482689,1.0,0.0023293401787412055,0.002180345740538857,-0.0
RP11-395B7.4,1.4709686195433751e-05,Ref,0.030542478,-0.05865418,0.975634417223901,1.0,0.0024678300722721664,0.0022169707895826735,-0.0
AC092813.2,1.3855605539896738e-05,Ref,0.31647536,2.4143245,0.7516417172525127,1.0,0.0031729243786356425,0.0005846955928569688,-0.0
SLC18A2,1.4625054582933772e-05,CKD,0.11161922,0.40075,0.9111253311720711,1.0,0.001806427077391139,0.0012069771063697244,-0.0
SLC18A2,1.4625054582933772e-05,Ref,-0.107495464,-2.2091293,0.9143959207106891,1.0,0.0007050943063634761,0.001583550563987624,-0.0
ART4,1.4289749480371828e-05,AKI,-0.51996416,-2.0982358,0.603088535567498,1.0,0.0007495877267502874,0.003556853495076566,-0.0
ART4,1.4289749480371828e-05,CKD,-0.3463251,-0.5948453,0.72909841230102,1.0,0.0013310515307092604,0.003192649120074755,-0.0
PF4,1.426049383591562e-05,AKI,-0.2724741,-0.90445566,0.7852575037937348,1.0,0.001149367847683774,0.002620839417424838,-0.0
PF4,1.426049383591562e-05,CKD,0.4528849,1.6099161,0.6506316171616531,1.0,0.003327628826773151,0.000895499143435602,-0.0
PF4,1.426049383591562e-05,Ref,-0.27704683,-21.514496,0.7817441444062485,1.0,0.0,0.002265695422320754,-0.0
OSR2,1.4057103793617904e-05,AKI,-0.13157012,-0.68522376,0.8953243235511911,1.0,0.0010494228174504022,0.0017597064659852484,-0.0
OSR2,1.4057103793617904e-05,CKD,0.1026715,0.08490725,0.9182236979404934,1.0,0.001758889522722951,0.0012069771063697244,-0.0
OSR2,1.4057103793617904e-05,Ref,0.042937905,1.0067176,0.9657510339979585,1.0,0.0017627357659086903,0.0014130143494043414,-0.0
AC092813.2,1.3855605539896738e-05,AKI,0.00021143223,0.19467758,0.9998313014904013,1.0,0.0008995052721003448,0.0008985735145456587,-0.0
AC092813.2,1.3855605539896738e-05,CKD,-0.20797612,-2.6614735,0.835247618231851,1.0,0.0002852253280091272,0.0014016508332035508,-0.0
SLC18A2,1.4625054582933772e-05,AKI,-0.041271225,0.13590603,0.9670796731098683,1.0,0.0013492579081505172,0.0015725036504549029,-0.0
CTB-118N6.3,8.292883630605455e-06,CKD,0.026430525,0.5124088,0.9789139474524933,1.0,0.0009982886480319453,0.0008565643980688367,-0.0
CTB-118N6.3,8.292883630605455e-06,Ref,0.21527292,1.176145,0.82955453810363,1.0,0.0024678300722721664,0.0007065071747021707,-0.0
KIR3DL2,8.16544351474862e-06,Ref,-0.48135632,-4.168031,0.6302632676293669,1.0,0.00035254715318173806,0.004287767680951105,-0.0
CTD-2288F12.1,8.156664011227685e-06,AKI,-0.027713913,-0.6571115,0.9778903272948731,1.0,0.00014991754535005747,0.0002995245048485529,-0.0
CTD-2288F12.1,8.156664011227685e-06,CKD,0.0007598069,-0.25981387,0.9993937618527058,1.0,0.00023768777334093934,0.0002336084722005918,-0.0
CTD-2288F12.1,8.156664011227685e-06,Ref,0.04082955,1.4328511,0.9674317798999847,1.0,0.0005288207297726071,0.00019489853095232295,-0.0
AC092718.1,8.138764612427801e-06,AKI,-0.062424153,-18.495235,0.9502250616637481,1.0,0.0,0.000336965067954622,-0.0
AC092718.1,8.138764612427801e-06,CKD,0.0474769,2.521092,0.9621331403599827,1.0,0.0003327628826773151,7.78694907335306e-05,-0.0
AC092718.1,8.138764612427801e-06,Ref,0.022255054,0.6222978,0.9822445013967608,1.0,0.00035254715318173806,0.0001705362145832826,-0.0
FGF19,8.119726077701116e-06,AKI,-0.06936017,-19.624283,0.9447029328351775,1.0,0.0,0.00037440563106069113,-0.0
FGF19,8.119726077701116e-06,CKD,-0.0725195,-19.680761,0.942188485993607,1.0,0.0,0.000389347453667653,-0.0
RP11-190C22.9,1.0669834115314727e-05,CKD,0.0609945,0.4059696,0.9513635894710999,1.0,0.0013785890853774481,0.0010512381249026632,-0.0
MEF2BNB-MEF2B,8.100883611643964e-06,AKI,-0.025395783,-1.1260139,0.9797392742752302,1.0,0.00019989006046674328,0.000336965067954622,-0.0
MEF2BNB-MEF2B,8.100883611643964e-06,CKD,0.01847048,0.7671345,0.9852635282160699,1.0,0.0003327628826773151,0.0002336084722005918,-0.0
MEF2BNB-MEF2B,8.100883611643964e-06,Ref,0.010340111,0.48610297,0.9917499314942768,1.0,0.00035254715318173806,0.00026798548005944406,-0.0
TRAV6,7.93853988586831e-06,AKI,0.11808559,1.170173,0.9059998387842686,1.0,0.0010494228174504022,0.00041184619416676025,-0.0
TRAV6,7.93853988586831e-06,CKD,-0.054865714,-0.4651827,0.956245448259209,1.0,0.0005229131013500665,0.0008176296527020714,-0.0
TRAV6,7.93853988586831e-06,Ref,-0.09532794,-20.436348,0.9240543483965354,1.0,0.0,0.0007795941238092918,-0.0
UBE2E2-AS1,7.910977076856722e-06,AKI,0.009342532,0.0987927,0.9925458466965105,1.0,0.0004997251511668582,0.00044928675727282937,-0.0
UBE2E2-AS1,7.910977076856722e-06,CKD,0.0015320245,0.38406885,0.9987776218094814,1.0,0.0004753755466818787,0.0004672169444011836,-0.0
UBE2E2-AS1,7.910977076856722e-06,Ref,-0.016487677,-1.7985117,0.9868453338604363,1.0,0.00035254715318173806,0.00048724632738080735,-0.0
MRC1L1,7.852736932820468e-06,AKI,-0.31900236,-3.3150718,0.7497247224917509,1.0,0.00014991754535005747,0.0018720281553034558,-0.0
MRC1L1,7.852736932820468e-06,CKD,0.0022401204,0.18879956,0.9982126440265584,1.0,0.0011409013120365088,0.0011291076156361938,-0.0
MRC1L1,7.852736932820468e-06,Ref,0.4798802,2.5524747,0.6313125651404043,1.0,0.004583112991362595,0.0006577825419640899,-0.0
FGF19,8.119726077701116e-06,Ref,0.21554546,21.861584,0.8293420723183177,1.0,0.0017627357659086903,0.0,-0.0
IGLV2-8,8.8596210607928e-06,CKD,-0.09992667,-4.5063925,0.9204025387110232,1.0,4.753755466818787e-05,0.0005840211805014795,-0.0
IGLV2-8,8.8596210607928e-06,Ref,-0.04766397,-19.87953,0.9619840480209262,1.0,0.0,0.0003897970619046459,-0.0
LINGO3,8.662763457483548e-06,AKI,0.12280365,1.6394926,0.9022625830011263,1.0,0.001149367847683774,0.0004867273203788985,-0.0
LINGO3,8.662763457483548e-06,CKD,-0.08394315,-1.3076199,0.9331016313400611,1.0,0.0005229131013500665,0.0009733686341691325,-0.0
LINGO3,8.662763457483548e-06,Ref,-0.0581842,-1.3528816,0.9536019068019416,1.0,0.00035254715318173806,0.0008283187565473725,-0.0
RP11-286H15.1,8.518141591301835e-06,AKI,-0.65628946,-2.3449733,0.5116379041304446,1.0,0.0006496426965169157,0.004193343067879741,-0.0
RP11-286H15.1,8.518141591301835e-06,CKD,-0.22935551,-0.044270087,0.8185926139148895,1.0,0.0019965772960638907,0.00323158386544152,-0.0
C1orf61,8.507095232348498e-06,AKI,0.14606397,1.6740179,0.8838708897928126,1.0,0.0014991754535005747,0.0007113706990153132,-0.0
C1orf61,8.507095232348498e-06,CKD,-0.049446054,-0.96885157,0.9605638262934616,1.0,0.0009032135386955695,0.001168042361002959,-0.0
C1orf61,8.507095232348498e-06,Ref,-0.14597091,-20.903673,0.8839443507060152,1.0,0.0,0.0011937535020829781,-0.0
FMO3,8.501431671364825e-06,AKI,0.030210892,-0.13264292,0.9758988614709255,1.0,0.0010993953325670882,0.0009360140776517279,-0.0
FMO3,8.501431671364825e-06,CKD,-0.0025221177,0.52594274,0.9979876433710488,1.0,0.0009982886480319453,0.001012303379535898,-0.0
CTB-118N6.3,8.292883630605455e-06,AKI,-0.16866711,-1.3819426,0.8660584872070314,1.0,0.00039978012093348656,0.001310419708712419,-0.0
KRT6B,8.47751351038633e-06,AKI,-0.0416161,-18.763565,0.9668047371633509,1.0,0.0,0.00022464337863641469,-0.0
KRT6B,8.47751351038633e-06,CKD,-0.0435117,-18.820034,0.9652936371617109,1.0,0.0,0.0002336084722005918,-0.0
KRT6B,8.47751351038633e-06,Ref,0.12932728,20.999895,0.8970986891610061,1.0,0.0010576414595452142,0.0,-0.0
LY6H,8.302038290565467e-06,AKI,-0.06687394,-0.4790717,0.9466820640332981,1.0,0.0007995602418669731,0.0011606574562881425,-0.0
LY6H,8.302038290565467e-06,CKD,-0.06697677,-0.18484552,0.9466001944516111,1.0,0.0008081384293591937,0.001168042361002959,-0.0
LY6H,8.302038290565467e-06,Ref,0.20333593,1.1255054,0.8388724766678449,1.0,0.0024678300722721664,0.0008039564401783321,-0.0
AC006946.16,8.300054054077122e-06,AKI,-0.055408068,-0.91526324,0.9558133680039065,1.0,0.0004497526360501724,0.0007488112621213823,-0.0
CD93,0.00046445650706122057,CKD,-0.18322344,-0.055776775,0.8546227045920282,1.0,0.0744438106103822,0.07526086279395733,-0.0
FXYD1,0.0004631652588603874,CKD,-0.018356025,-0.15441084,0.9853548335549023,1.0,0.04016923369461875,0.04002491823703473,-0.0
PECAM1,0.00046300041689994087,CKD,0.4034723,0.01591769,0.6866008120342889,1.0,0.07496672371173227,0.07269116959975082,-0.0
AC006946.16,8.300054054077122e-06,CKD,0.047425877,1.1981312,0.9621738038351549,1.0,0.0007606008746910059,0.000506151689767949,-0.0
AC006946.16,8.300054054077122e-06,Ref,0.01170332,-1.0392603,0.9906623149696648,1.0,0.0007050943063634761,0.0006090579092260092,-0.0
FMO3,8.501431671364825e-06,Ref,-0.0419281,-1.3065352,0.9665560153148764,1.0,0.0007050943063634761,0.001047579603868736,-0.0
ITGB1-DT,7.5153116555456615e-06,AKI,0.025624547,0.24015994,0.97955680739949,1.0,0.001149367847683774,0.001010895203863866,-0.0
ITGB1-DT,7.5153116555456615e-06,CKD,0.07229921,0.46474808,0.9423637908880617,1.0,0.0012835139760410724,0.000895499143435602,-0.0
ITGB1-DT,7.5153116555456615e-06,Ref,-0.1489499,-20.164318,0.8815931571977637,1.0,0.0,0.0012181158184520185,-0.0
C19orf71,7.480986133482096e-06,AKI,-0.1225021,-2.2096355,0.9025013828023534,1.0,0.00019989006046674328,0.0008611329514395897,-0.0
C19orf71,7.480986133482096e-06,CKD,0.15854591,2.7213092,0.8740266421684204,1.0,0.001045826202700133,0.0001946737268338265,-0.0
C19orf71,7.480986133482096e-06,Ref,-0.05590991,-3.0121799,0.9554135761449821,1.0,0.00017627357659086903,0.0006334202255950496,-0.0
IGLV2-14,7.41863270904273e-06,AKI,0.11812233,1.4543099,0.9059707276993652,1.0,0.0010494228174504022,0.00041184619416676025,-0.0
IGLV2-14,7.41863270904273e-06,CKD,-0.054902256,-0.7490351,0.9562163354928235,1.0,0.0005229131013500665,0.0008176296527020714,-0.0
IGLV2-14,7.41863270904273e-06,Ref,-0.09532794,-21.13876,0.9240543483965354,1.0,0.0,0.0007795941238092918,-0.0
CCL4L1,7.408582083171006e-06,AKI,-0.20114449,-20.83223,0.8405855941169411,1.0,0.0,0.0010857763300760044,-0.0
CCL4L1,7.408582083171006e-06,CKD,0.25677475,21.177057,0.797352665581197,1.0,0.0013785890853774481,0.0,-0.0
CCL4L1,7.408582083171006e-06,Ref,-0.08639095,-20.21181,0.9311556421918694,1.0,0.0,0.0007065071747021707,-0.0
RP11-222K16.2,7.84061931059243e-06,AKI,-0.09478784,-4.09457,0.9244833448908945,1.0,4.997251511668582e-05,0.0005616084465910367,-0.0
RP3-525N10.2,7.407532286387134e-06,CKD,-0.10644329,-0.16685168,0.9152306438323111,1.0,0.0011409013120365088,0.0017131287961376733,-0.0
RP3-525N10.2,7.407532286387134e-06,Ref,0.63124514,2.2932498,0.5278802419254011,1.0,0.005993301604089547,0.0008283187565473725,-0.0
RP11-923I11.3,7.389129650807293e-06,AKI,0.0162529,-0.05069261,0.9870326334094424,1.0,0.00034980760581680074,0.00026208394174248383,-0.0
RP11-923I11.3,7.389129650807293e-06,CKD,-0.020989494,0.38753155,0.9832540367070204,1.0,0.00023768777334093934,0.0003504127083008877,-0.0
RP11-923I11.3,7.389129650807293e-06,Ref,0.007348511,-1.0388268,0.9941367895539789,1.0,0.00035254715318173806,0.0002923477964284844,-0.0
NMUR2,7.31157414000313e-06,AKI,-0.08310881,-0.7492563,0.9337650207886548,1.0,0.0005996701814002299,0.0010483357669699353,-0.0
NMUR2,7.31157414000313e-06,CKD,0.16088878,1.454269,0.8721810079222244,1.0,0.0013310515307092604,0.0004672169444011836,-0.0
NMUR2,7.31157414000313e-06,Ref,-0.11915993,-20.547722,0.9051486526034255,1.0,0.0,0.0009744926547616147,-0.0
AC119396.1,7.279751103151702e-06,AKI,0.14818972,2.0491767,0.8821930369726918,1.0,0.0010993953325670882,0.0002995245048485529,-0.0
AC119396.1,7.279751103151702e-06,CKD,-0.08871883,-1.3442703,0.9293053645145395,1.0,0.00038030043734550294,0.0008565643980688367,-0.0
AC119396.1,7.279751103151702e-06,Ref,-0.089369945,-20.121946,0.9287879070310275,1.0,0.0,0.000730869491071211,-0.0
AL359094.1,7.251943038620795e-06,AKI,-0.01152375,-0.65135247,0.9908055815471847,1.0,0.00019989006046674328,0.00026208394174248383,-0.0
RP3-525N10.2,7.407532286387134e-06,AKI,-0.30963936,-1.8230783,0.7568352066738786,1.0,0.0004997251511668582,0.002171552660152009,-0.0
RP11-222K16.2,7.84061931059243e-06,CKD,0.061143428,1.6301621,0.9512449837534038,1.0,0.0005229131013500665,0.0001946737268338265,-0.0
RP11-222K16.2,7.84061931059243e-06,Ref,0.050469156,1.1997197,0.9597485284555658,1.0,0.0007050943063634761,0.0002923477964284844,-0.0
TRGV10,7.83317008653893e-06,AKI,0.03714379,0.19071648,0.9703703567129424,1.0,0.0009494777872170306,0.0007488112621213823,-0.0
TRGV10,7.83317008653893e-06,CKD,0.039329316,0.5143524,0.9686278340928709,1.0,0.0009507510933637574,0.0007397601619685407,-0.0
TRGV10,7.83317008653893e-06,Ref,-0.116180934,-20.690008,0.9075091496119223,1.0,0.0,0.0009501303383925744,-0.0
DMBT1,7.819751668137476e-06,AKI,-0.062424153,-19.4756,0.9502250616637481,1.0,0.0,0.000336965067954622,-0.0
DMBT1,7.819751668137476e-06,CKD,-0.033059873,-3.519276,0.9736268407518711,1.0,9.507510933637573e-05,0.0002725432175673571,-0.0
DMBT1,7.819751668137476e-06,Ref,0.14493118,6.6641765,0.8847652100084089,1.0,0.0012339150361360832,4.872463273808074e-05,-0.0
AC104564.3,7.723858811338416e-06,AKI,-0.011523057,-0.8030525,0.9908061346203341,1.0,0.00019989006046674328,0.00026208394174248383,-0.0
AC104564.3,7.723858811338416e-06,CKD,0.032973688,1.5076947,0.9736955689577407,1.0,0.0003327628826773151,0.0001557389814670612,-0.0
AC104564.3,7.723858811338416e-06,Ref,-0.03276898,-18.353386,0.9738588149665219,1.0,0.0,0.00026798548005944406,-0.0
RP11-293M10.6,7.701760543035101e-06,AKI,-0.1363464,-1.8345094,0.8915474403126425,1.0,0.00034980760581680074,0.0010857763300760044,-0.0
AC009630.2,7.56196092900016e-06,Ref,-0.09532794,-19.995861,0.9240543483965354,1.0,0.0,0.0007795941238092918,-0.0
RP11-293M10.6,7.701760543035101e-06,Ref,0.13802849,0.8829641,0.8902178990314955,1.0,0.0017627357659086903,0.0006334202255950496,-0.0
TRBV28,7.656747070829094e-06,AKI,0.17132874,1.6951004,0.8639652880312048,1.0,0.0012992853930338315,0.00037440563106069113,-0.0
TRBV28,7.656747070829094e-06,CKD,-0.09999873,-0.9900172,0.9203453371151333,1.0,0.0004753755466818787,0.001012303379535898,-0.0
TRBV28,7.656747070829094e-06,Ref,-0.10724393,-20.697647,0.9145954605901436,1.0,0.0,0.0008770433892854533,-0.0
RP11-848P1.4,7.606335762555051e-06,AKI,-0.013844652,-0.9222643,0.9889539190744343,1.0,0.00014991754535005747,0.00022464337863641469,-0.0
RP11-848P1.4,7.606335762555051e-06,CKD,-0.016946727,-0.55938417,0.9864791146465893,1.0,0.0001426126640045636,0.0002336084722005918,-0.0
RP11-848P1.4,7.606335762555051e-06,Ref,0.0467886,2.0216506,0.9626817160139365,1.0,0.0005288207297726071,0.0001461738982142422,-0.0
KIR2DL3,7.60411236283619e-06,AKI,0.08798492,1.5653291,0.9298886598807278,1.0,0.0006996152116336015,0.00022464337863641469,-0.0
KIR2DL3,7.60411236283619e-06,CKD,-0.06450671,-1.2974004,0.9485667639177341,1.0,0.00023768777334093934,0.0005840211805014795,-0.0
KIR2DL3,7.60411236283619e-06,Ref,-0.035039593,-1.0918028,0.9720481691617374,1.0,0.00017627357659086903,0.000462884011011767,-0.0
AC009630.2,7.56196092900016e-06,AKI,-0.027625527,-0.18858515,0.9779608218125473,1.0,0.0005996701814002299,0.0007488112621213823,-0.0
AC009630.2,7.56196092900016e-06,CKD,0.09005918,0.89345056,0.9282401849053101,1.0,0.0009507510933637574,0.0004672169444011836,-0.0
RP11-293M10.6,7.701760543035101e-06,CKD,0.044995118,1.0147748,0.9641112008305279,1.0,0.0009032135386955695,0.0006618906712350101,-0.0
OTOS,1.0312379442943378e-05,CKD,-0.31849974,-2.2807894,0.7501058836897557,1.0,0.0006655257653546302,0.0023750194673726834,-0.0
OTOS,1.0312379442943378e-05,Ref,-0.22342487,-21.074123,0.8232048527957192,1.0,0.0,0.0018271737276780277,-0.0
RP11-452H21.4,1.03007695795428e-05,AKI,-0.10168781,-1.7891562,0.9190044778563881,1.0,0.00019989006046674328,0.0007488112621213823,-0.0
RP11-452H21.4,1.03007695795428e-05,CKD,0.051463474,1.3136706,0.9589562071533562,1.0,0.0006655257653546302,0.000389347453667653,-0.0
RP11-452H21.4,1.03007695795428e-05,Ref,0.0756675,0.36685845,0.9396836330945743,1.0,0.0010576414595452142,0.0004385216946427266,-0.0
CPA2,1.018240760939538e-05,AKI,-0.12710577,-1.620099,0.8988566791508188,1.0,0.0002498625755834291,0.0009360140776517279,-0.0
CPA2,1.018240760939538e-05,CKD,0.08846683,0.75620013,0.9295056478275885,1.0,0.0009032135386955695,0.00042828219903441833,-0.0
CPA2,1.018240760939538e-05,Ref,0.057811365,1.0596588,0.9538988855966342,1.0,0.0010576414595452142,0.0005846955928569688,-0.0
CTB-49A3.4,1.0076991206457532e-05,AKI,-0.27050465,-20.744617,0.7867720321844205,1.0,0.0,0.0014601819611366955,-0.0
CTB-49A3.4,1.0076991206457532e-05,CKD,0.08759636,0.5613076,0.9301974951830715,1.0,0.001093363757368321,0.0006229559258682448,-0.0
CTB-49A3.4,1.0076991206457532e-05,Ref,0.27638835,2.5843256,0.7822498147885193,1.0,0.0028203772254539045,0.0005603332764879285,-0.0
MMP3,1.0030073880974403e-05,AKI,0.04177242,0.52679956,0.9666801192531121,1.0,0.0007495877267502874,0.0005241678834849677,-0.0
AC105180.2,0.0,AKI,-0.013872034,-16.63176,0.9889320733323826,1.0,0.0,7.488112621213822e-05,-0.0
MMP3,1.0030073880974403e-05,Ref,-0.012821822,-1.4493806,0.9897699460213449,1.0,0.0005288207297726071,0.0006334202255950496,-0.0
LIM2,9.657596416719886e-06,AKI,0.02324784,0.9476542,0.9814525780554716,1.0,0.0004997251511668582,0.00037440563106069113,-0.0
LIM2,9.657596416719886e-06,CKD,-0.032314204,-0.96161455,0.9742214836170378,1.0,0.0003327628826773151,0.000506151689767949,-0.0
LIM2,9.657596416719886e-06,Ref,0.014001239,-0.11826943,0.9888289924602596,1.0,0.0005288207297726071,0.00041415937827368624,-0.0
AC243829.1,9.58679841303707e-06,AKI,0.30615976,1.8419216,0.7594830095263448,1.0,0.002848433361651092,0.0011980980193942116,-0.0
AC243829.1,9.58679841303707e-06,CKD,-0.17872217,-1.3182467,0.8581558616121271,1.0,0.0013785890853774481,0.002336084722005918,-0.0
AC243829.1,9.58679841303707e-06,Ref,-0.19160058,-2.4798284,0.8480550924451458,1.0,0.0005288207297726071,0.002095159207737472,-0.0
MUCL1,9.558193339287833e-06,AKI,-0.2427606,-20.462833,0.8081908650745983,1.0,0.0,0.001310419708712419,-0.0
MUCL1,9.558193339287833e-06,CKD,0.14887941,2.395129,0.8816487906789537,1.0,0.0011884388667046967,0.000389347453667653,-0.0
MUCL1,9.558193339287833e-06,Ref,0.1410075,0.74921244,0.8878640244565863,1.0,0.0017627357659086903,0.0006090579092260092,-0.0
RP11-142G1.2,9.519245437931812e-06,AKI,-0.09710424,-19.316076,0.9226436161248639,1.0,0.0,0.0005241678834849677,-0.0
RP11-142G1.2,9.519245437931812e-06,CKD,-0.053203378,-1.3067012,0.9575698655949578,1.0,0.0001426126640045636,0.00042828219903441833,-0.0
MMP3,1.0030073880974403e-05,CKD,-0.033129513,-0.102450654,0.9735713085045411,1.0,0.0005229131013500665,0.0007008254166017754,-0.0
RP11-190C22.9,1.0669834115314727e-05,Ref,0.2747211,1.6841227,0.7835305316526932,1.0,0.0031729243786356425,0.000925768022023534,-0.0
RP11-894P9.1,1.0640830703594852e-05,AKI,-0.23339657,-1.7476983,0.8154534755676982,1.0,0.00034980760581680074,0.001609944213560972,-0.0
RP11-894P9.1,1.0640830703594852e-05,CKD,0.08844304,0.92660934,0.9295245530496594,1.0,0.0013310515307092604,0.0008565643980688367,-0.0
RP11-894P9.1,1.0640830703594852e-05,Ref,0.21887945,0.9332067,0.8267439632482816,1.0,0.0026441036488630354,0.0008526810729164129,-0.0
RP11-763B22.4,1.060683289825365e-05,AKI,-0.14565012,-3.8139718,0.8841976025458164,1.0,0.00014991754535005747,0.0009360140776517279,-0.0
RP11-763B22.4,1.060683289825365e-05,CKD,0.16741574,3.3606842,0.8670429481058803,1.0,0.001093363757368321,0.0001946737268338265,-0.0
RP11-763B22.4,1.060683289825365e-05,Ref,-0.034351163,-1.2288257,0.9725971267711819,1.0,0.00035254715318173806,0.0006334202255950496,-0.0
TMEM190,1.0540709706238167e-05,AKI,0.29171583,1.6078714,0.7705039134796969,1.0,0.002248763180250862,0.000673930135909244,-0.0
TMEM190,1.0540709706238167e-05,CKD,-0.16693206,-0.9028046,0.8674235060051474,1.0,0.0008556759840273817,0.0017520635415044386,-0.0
TMEM190,1.0540709706238167e-05,Ref,-0.18767689,-20.654484,0.8511299491598913,1.0,0.0,0.0015348259312495433,-0.0
AC114546.1,1.0524680138536412e-05,AKI,-0.1825953,-2.2668228,0.8551155732724142,1.0,0.0002498625755834291,0.0012355385825002809,-0.0
AC114546.1,1.0524680138536412e-05,CKD,0.1271232,1.8029144,0.8988428799910709,1.0,0.0011884388667046967,0.000506151689767949,-0.0
OTOS,1.0312379442943378e-05,AKI,0.4677016,2.986043,0.6399979914111043,1.0,0.0030483234221178354,0.0005241678834849677,-0.0
RP11-680G24.5,1.04499604044548e-05,AKI,-0.09469564,-1.0743866,0.9245565790901482,1.0,0.0004997251511668582,0.001010895203863866,-0.0
RP11-680G24.5,1.04499604044548e-05,CKD,0.02164898,0.8166845,0.9827279613253997,1.0,0.0008556759840273817,0.0007397601619685407,-0.0
RP11-680G24.5,1.04499604044548e-05,Ref,0.110488646,0.31833413,0.9120218553757449,1.0,0.0015864621893178213,0.0006821448583331304,-0.0
