gene,importance,group,scores,logfoldchange,pvals,adj_p_value,pct_nz_group,pct_nz_reference,combined_score
NCR3,9.707284670129748e-05,CKD,-0.9254955,-0.73777616,0.35470822459698326,0.9406604007301302,0.008319072066932876,0.013276748170066967,1.9026861578120747e-06
AC129507.4,0.000487487405505693,AKI,0.71520764,0.55100286,0.47448074864439016,0.9840038299419472,0.02653540552696017,0.02283874349470216,1.8811112343352054e-06
TRGC1,0.00021091526586999125,AKI,-0.7548037,-0.35665414,0.450366774937639,0.9446506461705717,0.008445355054719904,0.012542588640533153,1.8601924058765225e-06
CGA,7.863885615983862e-05,AKI,-0.7412117,-1.2530843,0.458565075402236,0.9582291921210363,0.002248763180250862,0.006252574038713542,1.8260262680821147e-06
DPT,2.0616593208139223e-05,Ref,0.8788276,2.832295,0.37949476988147746,0.9308313422874449,0.008284858099770845,0.0010963042366068166,1.817693165221517e-06
CFH,0.00038244882635657217,CKD,-0.93422675,-0.15490296,0.35018695172340686,0.9327021678183034,0.05072257083095646,0.05567668587447438,1.7924998439831096e-06
AGXT,0.00033526241327966886,AKI,-0.7389054,-0.3019548,0.4599644549410823,0.9601994402842797,0.014641946929188946,0.01864540042682242,1.7856228343530405e-06
LINC00987,6.523629346634641e-05,AKI,-0.7835176,-0.6987241,0.4333232338520594,0.9175371461940192,0.004747388936085153,0.008985735145456588,1.7036948812501365e-06
FCGR2A,0.00043121252969575004,AKI,0.7431732,0.19888857,0.45737683149537856,0.95642490818381,0.05157163560041977,0.04777415852334419,1.6594434664807565e-06
NPHS2,3.4140513487386354e-05,AKI,-0.76940984,-1.5650375,0.44165004187284496,0.9315427822526801,0.0020988456349008045,0.006252574038713542,1.6455305665861607e-06
SLAMF1,0.0001237765211981005,CKD,-0.91836315,-0.56474483,0.35842876455539796,0.9477104992244594,0.009032135386955695,0.013977573586668743,1.6304192874431137e-06
OLR1,0.00036577065329170065,AKI,-0.7805943,-0.12136544,0.43504116283720173,0.9203058277347039,0.029733646494428063,0.03403347186341683,1.6011200317489986e-06
LAMA4,0.00027489387422172627,CKD,-0.9152743,-0.26417917,0.36004764638515696,0.9510515826250194,0.03356151359574064,0.03842859367699735,1.5828471775823282e-06
CRTAM,5.3878588902379296e-05,CKD,-0.91627544,-1.3177491,0.35952245308522945,0.950005175520527,0.004278379920136908,0.009188599906556611,1.5814218334609743e-06
MYH11,0.00041620308879538513,CKD,-0.88291496,-0.53134835,0.3772822313811439,0.9836930996529613,0.026621030614185207,0.03114779629341224,1.5790855443190933e-06
OLFM4,0.0002249820608027002,Ref,1.1339523,0.04207023,0.2568145633674791,0.6858092361913627,0.030142781597038603,0.020659244280946232,1.5503431385246848e-06
MB,4.0411352274168254e-05,AKI,-0.74196386,-2.0097415,0.4581092269508408,0.9576164127224681,0.0014991754535005747,0.00550376277659216,1.527551591688296e-06
LTA,2.4840337835574554e-05,AKI,0.7853657,1.559802,0.4322391814896108,0.9156281690039975,0.006596371995402529,0.0023587554756823543,1.4832303857767585e-06
FCGR2B,0.00023840584437282385,CKD,-0.9516299,-0.1605064,0.34128471682882555,0.9158195227810159,0.02914052101159916,0.034340445413487,1.461369609498348e-06
LPL,0.0005111403721833724,AKI,-1.015616,0.018548688,0.30981223667363256,0.7028536928604359,0.02823447104092749,0.03395859073720469,1.4518710237105385e-06
RSPO3,3.588621935781248e-05,AKI,-0.7894654,-0.95098567,0.4298400377232806,0.9116608751683553,0.004047773724451552,0.008311805009547344,1.3707796512877198e-06
MMP11,9.557678458478418e-05,AKI,0.76525295,0.4643108,0.444120931635936,0.9349108917451318,0.018489830593173755,0.01437717623273054,1.297139704481114e-06
TOP2A,7.25565467004959e-05,Ref,-0.8351062,-1.6170154,0.4036579164826848,0.9751008855396436,0.0035254715318173806,0.010353984456842156,1.2847620014934489e-06
FOLR2,0.00010273109674683631,Ref,-0.84083104,-0.90773004,0.4004425935706586,0.9692961423242146,0.010400141018861274,0.01724851998928058,1.2629613188017248e-06
BIRC5,8.127026663195665e-05,Ref,-0.8364736,-1.3420118,0.40288851782698665,0.9738842706001704,0.0028203772254539045,0.009671839598509027,1.2534532644240897e-06
ABCC9,0.0001180851859577704,AKI,-0.7706514,-0.32921368,0.4409135802143589,0.9305226257129096,0.01004447553845385,0.014227413980306265,1.215748388652623e-06
HCAR3,3.7580854039540107e-05,AKI,0.7677766,1.0274268,0.4426199041722775,0.9329869948576274,0.00874519014542002,0.004605189262046501,1.1631510066255536e-06
PTGER4,0.0003967696837500457,AKI,0.72463995,0.2596507,0.4686729472225585,0.9747165955832107,0.038578781670081455,0.03481972368864428,1.1457683112637413e-06
COL1A1,0.0002525130333039531,AKI,-0.9189985,-0.043165065,0.35809635664982953,0.7881652899519792,0.022537604317625307,0.027593695009172938,1.1268446593497647e-06
TNFSF9,0.00013628209022671273,CKD,-0.8886004,-0.85505265,0.37421788093327923,0.9780415318933411,0.010838562464346835,0.01557389814670612,1.1236483651530816e-06
SIGLEC1,3.2800951304891304e-05,AKI,0.7651212,1.1062801,0.4441993509154121,0.9349108917451318,0.008095547448903104,0.0039686996892433265,1.0606621992367951e-06
TFPI2,0.0006319697232280793,CKD,0.89927524,-0.11269675,0.36850605941381165,0.9672392723394075,0.11076250237687774,0.10430618283756424,1.030287627503705e-06
PRODH2,0.0010485110622146466,CKD,-0.89548177,-0.07624701,0.37052961964932407,0.9712467251035826,0.08276288267731507,0.08768104656595546,1.0129482469720793e-06
PI3,1.5782813866915714e-05,AKI,0.76881504,2.0007942,0.4420031020411508,0.932020432925583,0.005646894208185498,0.0014976225242427645,9.654886107994455e-07
MLC1,1.245921117148101e-05,AKI,0.76200277,2.7654417,0.4460583379739266,0.937952005021295,0.005047224026785268,0.0009360140776517279,9.58523036010176e-07
GRAP2,9.995550407869776e-05,Ref,-0.82340866,-1.5551665,0.41027564236984815,0.9865578018018062,0.004759386567953464,0.011474651009818013,9.136368868961285e-07
CD38,0.0001419991903429255,Ref,-0.82664126,-0.87866056,0.40844040905510803,0.9839123630109429,0.008813678829543451,0.015567520159816795,8.788213549452486e-07
TNMD,0.00011089394703824128,Ref,-0.8235294,-1.2944139,0.4102069865214525,0.9865091561370968,0.008637405252952583,0.015323896996126391,8.467409161986743e-07
AC073218.2,0.0006468778334718099,Ref,0.8617644,0.055530477,0.38881719327148845,0.9484343845481711,0.04918032786885246,0.041781372572904235,8.259311162323194e-07
CD244,3.849467181294783e-05,CKD,-0.9041399,-1.2306789,0.3659212287709558,0.962680463112511,0.004420992584141472,0.009266469397290141,7.825258330054789e-07
AC004865.2,2.5904222364722716e-05,AKI,0.7376378,1.7723014,0.46073456243873545,0.9615344195700527,0.006596371995402529,0.002620839417424838,7.820859630037023e-07
AC093496.1,0.00014504110642182515,AKI,-0.70964456,-1.1554381,0.4779245880333235,0.9895545875275824,0.0038478836639848084,0.007675315436744169,7.642330359999927e-07
PTPRQ,3.408873810570294e-05,Ref,0.82895654,2.6972926,0.4071290028992627,0.9814758696991066,0.007756037369998237,0.0009744926547616147,7.466464063346958e-07
MIR155HG,0.00020393912494561187,CKD,-0.8863399,-0.38589653,0.37543437780293976,0.980003202124206,0.01830195854725233,0.023049369257125057,6.903909131277149e-07
HYAL2,0.0012709369450669052,CKD,2.0773783,-0.00064383337,0.03776665813423892,0.1535433911471674,0.20355580908918045,0.1904298395888491,6.658839657397711e-07
IL1RN,7.88438917217001e-05,AKI,0.7264302,0.7060369,0.4675750917798801,0.972845596526682,0.010844035780320824,0.006926504174622787,6.655556469590488e-07
CCL23,3.707714840002732e-05,AKI,-0.7539136,-0.6969571,0.4509011021290129,0.9455020119912443,0.005247114087252012,0.00932270021341121,6.289108752088514e-07
CLSTN2,0.0003176938159390965,CKD,-0.88666195,-0.19799781,0.37526094706582547,0.9798110576562656,0.04059707168663244,0.04528110886154805,5.571707743226502e-07
SSUH2,4.82249343806724e-05,AKI,-0.7211267,-1.1641061,0.47083156317371666,0.978164462393802,0.0035980210884013794,0.007488112621213823,5.382668845800662e-07
PATL2,5.280799044798624e-05,AKI,0.7149033,1.39908,0.47466878750150787,0.9842391688353962,0.008445355054719904,0.004605189262046501,5.097423776999417e-07
FLRT2,8.33944462109681e-05,Ref,0.84927654,0.32896435,0.39572743918449227,0.9609917451480903,0.017098536929314297,0.010085998976782713,4.7406547050844274e-07
TRAT1,0.0001317311639134948,Ref,-0.8181743,-0.96824235,0.4132576832359083,0.9917240805792145,0.00722721664022563,0.01391088264672205,4.6033764103115797e-07
SPIB,0.0001107593438502883,CKD,-0.8769737,-0.89014345,0.3805009285234555,0.989456980062716,0.0067503327628826775,0.011446815137828999,4.5382584476469583e-07
AC010976.2,2.2618907432304315e-05,Ref,0.84845155,1.1268858,0.39618653557587613,0.9614723020523178,0.011457782478406488,0.004507028528272468,4.3492319362883903e-07
SLC6A6,0.0006641023579601086,Ref,0.9270256,0.012199516,0.35391324428021875,0.8839357273181481,0.09888947646747752,0.09028674446366361,4.3408499338640403e-07
ACAN,4.0776966861618936e-05,CKD,-0.8854757,-1.268709,0.375900137390373,0.9809581128796804,0.0034227039361095267,0.008176296527020713,4.3195578766429536e-07
VNN1,0.00032676374397841006,AKI,0.7076384,0.3080179,0.4791698607724556,0.9915055084088609,0.03672979861076408,0.03306001722265903,3.7289164442852687e-07
PLA2R1,0.0002780941928085428,CKD,0.89260626,0.11420079,0.37206806057482833,0.9737751873411303,0.02914052101159916,0.024295281108861547,3.665351378990888e-07
TNFSF9,0.00013628209022671273,AKI,0.7043175,0.74707335,0.4812350740976853,0.9945907655077582,0.015591424716405978,0.011831217941517841,2.398277361249405e-07
IGHA1,0.00015499519396472593,CKD,-0.86971796,-1.3820051,0.38445456138848766,0.9975357713637145,0.006132344552196235,0.010784924466593989,2.29524388133443e-07
KLF4,0.001001989351764035,CKD,1.0520726,-0.001854095,0.2927662230577319,0.8216819453279672,0.1144228940863282,0.10788817941130666,1.5846197396864482e-07
TMEM255B,0.00013671421365660916,AKI,-0.7175802,-0.13739417,0.47301617755204783,0.9815696982355803,0.019589225925740843,0.023512673630611405,1.5175112290078353e-07
PRELP,6.026563340798736e-05,AKI,-0.70992666,-0.40415278,0.47774960014558665,0.9894839194207354,0.007945629903553046,0.01179377737841177,1.118271149417162e-07
AK4,0.0011001570861065865,CKD,0.9996598,0.0016501786,0.3174751949826091,0.8714291635582486,0.15050389807948278,0.14378601463946425,1.08505989693493e-07
TRGV5,6.525195305032713e-06,AKI,0.70604116,5.1372004,0.4801625246545541,0.9930710678116769,0.003997801209334866,0.00018720281553034557,1.0122309258441563e-07
VPREB3,0.0001455933727592293,AKI,0.7012392,0.7707444,0.48315371956040953,0.9979957617771731,0.011743541052421168,0.007974839941592721,9.777350985886738e-08
SH2D1B,8.217555308146233e-05,CKD,-0.86860305,-1.0976745,0.38506428079025257,0.9986778119103898,0.005276668568168853,0.009928360068525151,5.1829978234756135e-08
LTC4S,0.000727707057763493,CKD,0.8828029,0.0046417564,0.37734277409100114,0.9837638484867385,0.12678265830005706,0.12132066656284068,2.4013533068057998e-08
FCRL5,7.098949171134624e-05,Ref,-0.8103022,-2.290506,0.41776650033559815,0.9998007049461477,0.0014101886127269522,0.008039564401783321,1.407503846702038e-08
SFRP2,0.00014929406029665315,AKI,-0.69917625,-0.44041395,0.48444190678125765,0.9998851075199898,0.013942331717555344,0.017709386349170693,3.280986649013801e-09
TNFSF11,2.2655042883492554e-06,CKD,0.049080633,1.9495587,0.960855039177571,1.0,0.00038030043734550294,0.0001168042361002959,-0.0
TNFSF11,2.2655042883492554e-06,Ref,-0.008239637,-2.0236137,0.9934257951896629,1.0,0.00017627357659086903,0.00024362316369040367,-0.0
AL662890.1,2.342225408016747e-06,CKD,-0.0096971905,-0.81654257,0.9922628823833156,1.0,0.0001426126640045636,0.0001946737268338265,-0.0
IL17A,2.3764069532575462e-06,CKD,-0.011301955,-1.4691893,0.9909825361961718,1.0,9.507510933637573e-05,0.0001557389814670612,-0.0
AL662890.1,2.342225408016747e-06,AKI,0.025480356,1.5211505,0.9796718167001827,1.0,0.0002498625755834291,0.00011232168931820734,-0.0
RP11-276H19.1,2.785971591210523e-06,CKD,0.034577418,1.2578698,0.9724167070463198,1.0,0.00038030043734550294,0.0001946737268338265,-0.0
RP11-276H19.1,2.785971591210523e-06,Ref,-0.014199734,-2.3181481,0.988670632221947,1.0,0.00017627357659086903,0.0002923477964284844,-0.0
C11orf88,2.7932004776551945e-06,AKI,0.057964664,0.92352396,0.9537767741195918,1.0,0.0007995602418669731,0.0004867273203788985,-0.0
IL17A,2.3764069532575462e-06,Ref,-0.01787399,-18.52338,0.9857393792182293,1.0,0.0,0.0001461738982142422,-0.0
C11orf88,2.7932004776551945e-06,CKD,-0.00093631377,-0.21865019,0.9992529297976883,1.0,0.0006179882106864423,0.0006229559258682448,-0.0
RP11-536C5.7,2.7637520328820706e-06,AKI,-0.04618928,-0.03442748,0.9631593893127136,1.0,0.00019989006046674328,0.00044928675727282937,-0.0
AL662890.1,2.342225408016747e-06,Ref,-0.023831986,-17.746454,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
TNFSF11,2.2655042883492554e-06,AKI,-0.043908235,-1.5183979,0.9649775511352447,1.0,9.994503023337164e-05,0.000336965067954622,-0.0
CTC-366B18.2,2.2945148022072596e-06,Ref,-0.023831986,-17.962599,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
CTC-366B18.2,2.2945148022072596e-06,AKI,-0.023099491,-1.1239774,0.9815709117899133,1.0,9.994503023337164e-05,0.00022464337863641469,-0.0
C11orf88,2.7932004776551945e-06,Ref,-0.08639095,-20.008144,0.9311556421918694,1.0,0.0,0.0007065071747021707,-0.0
RP11-536C5.7,2.7637520328820706e-06,CKD,-0.051606886,-1.4658169,0.9588419329172845,1.0,0.00019015021867275147,0.0004672169444011836,-0.0
RP11-276H19.1,2.785971591210523e-06,AKI,-0.025392318,-0.7308035,0.9797420389330391,1.0,0.00019989006046674328,0.000336965067954622,-0.0
CTC-366B18.2,2.2945148022072596e-06,CKD,0.03862053,1.8285936,0.9691929336373301,1.0,0.0002852253280091272,7.78694907335306e-05,-0.0
RP11-536C5.7,2.7637520328820706e-06,Ref,0.14858653,1.954838,0.8818799034263375,1.0,0.0014101886127269522,0.00019489853095232295,-0.0
CTD-2310F14.1,2.2111334972569993e-06,Ref,0.02820885,0.28594702,0.9774955788542977,1.0,0.00035254715318173806,0.00012181158184520184,-0.0
AC015819.1,2.2070478033275172e-06,AKI,0.10187359,2.7292075,0.9188570102241608,1.0,0.0006996152116336015,0.00014976225242427645,-0.0
AC015819.1,2.2070478033275172e-06,CKD,-0.06612113,-2.0244286,0.9472813899709407,1.0,0.00019015021867275147,0.0005450864351347142,-0.0
CTSG,2.844541419524648e-06,AKI,-0.106305696,-2.026556,0.915339810647373,1.0,0.0002498625755834291,0.0008236923883335205,-0.0
LINC01505,2.8651739118735875e-06,Ref,-0.11915993,-20.70968,0.9051486526034255,1.0,0.0,0.0009744926547616147,-0.0
AC015819.1,2.2070478033275172e-06,Ref,-0.053621966,-19.498854,0.9572363537980147,1.0,0.0,0.0004385216946427266,-0.0
RP11-503N18.1,2.205108900535012e-06,AKI,-0.036925077,-0.77144974,0.9705447432462205,1.0,0.00039978012093348656,0.0005990490096971058,-0.0
RP11-503N18.1,2.205108900535012e-06,CKD,0.083662875,1.4762082,0.9333244734405005,1.0,0.0007606008746910059,0.0003114779629341224,-0.0
TUBB1,2.229529389991237e-06,AKI,-0.029919047,0.068769366,0.976131615508826,1.0,0.0005496976662835441,0.0007113706990153132,-0.0
BOK-AS1,2.1916043697601362e-06,AKI,0.018594945,1.8030167,0.9851642357728053,1.0,0.00039978012093348656,0.0002995245048485529,-0.0
LINC01505,2.8651739118735875e-06,CKD,-0.113002665,-2.1958275,0.9100284444045005,1.0,0.0005229131013500665,0.0011291076156361938,-0.0
BOK-AS1,2.1916043697601362e-06,CKD,-0.0033084697,-1.4800173,0.9973602280193582,1.0,0.0003327628826773151,0.0003504127083008877,-0.0
LINC01505,2.8651739118735875e-06,AKI,0.19226849,2.9009216,0.8475318940207872,1.0,0.001449202938383889,0.00041184619416676025,-0.0
BOK-AS1,2.1916043697601362e-06,Ref,-0.023132002,-1.4015994,0.9815449781546765,1.0,0.00017627357659086903,0.0003654347455356055,-0.0
Z98885.3,2.1605160975212448e-06,AKI,-0.016134359,-0.06550942,0.987127202796991,1.0,0.0002498625755834291,0.000336965067954622,-0.0
Z98885.3,2.1605160975212448e-06,CKD,0.04342724,0.7701936,0.965360963884665,1.0,0.00042783799201369084,0.0001946737268338265,-0.0
Z98885.3,2.1605160975212448e-06,Ref,-0.041705973,-18.820227,0.9667330906899275,1.0,0.0,0.0003410724291665652,-0.0
RP11-503N18.1,2.205108900535012e-06,Ref,-0.07149596,-19.433481,0.9430030419623463,1.0,0.0,0.0005846955928569688,-0.0
FZD10,2.2627464687945524e-06,AKI,-0.0068867984,-0.6728017,0.9945051734148155,1.0,0.00029983509070011493,0.000336965067954622,-0.0
KLRC4-KLRK1,2.810943906275485e-06,Ref,-0.029789982,-18.71877,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
KLRC4-KLRK1,2.810943906275485e-06,CKD,0.008013481,0.5064496,0.9936062358124098,1.0,0.00023768777334093934,0.0001946737268338265,-0.0
KLRC4-KLRK1,2.810943906275485e-06,AKI,0.0116062425,0.1982253,0.990739765874018,1.0,0.0002498625755834291,0.00018720281553034557,-0.0
FZD10,2.2627464687945524e-06,CKD,0.036185287,1.377484,0.971134617456993,1.0,0.00042783799201369084,0.0002336084722005918,-0.0
FZD10,2.2627464687945524e-06,Ref,-0.044684973,-18.815647,0.9643584113116118,1.0,0.0,0.0003654347455356055,-0.0
RP3-393E18.2,2.8164614559211188e-06,Ref,-0.0059579965,-16.296175,0.995246234752945,1.0,0.0,4.872463273808074e-05,-0.0
RP3-393E18.2,2.8164614559211188e-06,CKD,0.0016026961,1.5785955,0.9987212340238758,1.0,4.753755466818787e-05,3.89347453667653e-05,-0.0
CTD-2310F14.1,2.2111334972569993e-06,CKD,-0.002442138,0.7334636,0.9980514577224132,1.0,0.0001426126640045636,0.0001557389814670612,-0.0
TUBB1,2.229529389991237e-06,CKD,0.08842891,0.6360992,0.9295357866062504,1.0,0.0009032135386955695,0.00042828219903441833,-0.0
RP3-393E18.2,2.8164614559211188e-06,AKI,0.0023212486,-0.87404066,0.9981479132579887,1.0,4.997251511668582e-05,3.744056310606911e-05,-0.0
PPIAL4G,2.830890622915406e-06,Ref,-0.03206532,-1.0267587,0.9744199586996535,1.0,0.00017627357659086903,0.0004385216946427266,-0.0
PPIAL4G,2.830890622915406e-06,CKD,0.055464525,0.19975834,0.955768390785629,1.0,0.0005704506560182544,0.0002725432175673571,-0.0
TUBB1,2.229529389991237e-06,Ref,-0.089369945,-20.00407,0.9287879070310275,1.0,0.0,0.000730869491071211,-0.0
PPIAL4G,2.830890622915406e-06,AKI,-0.034600366,0.13734612,0.9723984110097584,1.0,0.00029983509070011493,0.0004867273203788985,-0.0
CTSG,2.844541419524648e-06,Ref,-0.031385817,-1.8332229,0.9749618513094798,1.0,0.00035254715318173806,0.0006090579092260092,-0.0
CTD-2310F14.1,2.2111334972569993e-06,AKI,-0.016164167,-0.95166945,0.9871034221736905,1.0,9.994503023337164e-05,0.00018720281553034557,-0.0
CTSG,2.844541419524648e-06,CKD,0.12633686,2.3553236,0.8994652798604927,1.0,0.0009507510933637574,0.0002725432175673571,-0.0
RP11-1057B6.1,2.68848850472746e-06,AKI,0.006994941,0.23461455,0.994418890353276,1.0,0.00029983509070011493,0.00026208394174248383,-0.0
AC073475.1,2.5170004695789996e-06,CKD,0.22456293,4.176016,0.8223193036913097,1.0,0.0012835139760410724,7.78694907335306e-05,-0.0
AC073475.1,2.5170004695789996e-06,Ref,-0.08639095,-19.428156,0.9311556421918694,1.0,0.0,0.0007065071747021707,-0.0
AC011700.1,2.487560635008026e-06,AKI,0.00235383,1.0268664,0.9981219171650445,1.0,0.00019989006046674328,0.00018720281553034557,-0.0
AC011700.1,2.487560635008026e-06,CKD,0.01526026,-0.3222532,0.9878245467867386,1.0,0.00023768777334093934,0.0001557389814670612,-0.0
AC011700.1,2.487560635008026e-06,Ref,-0.026810983,-17.848747,0.9786104924238935,1.0,0.0,0.0002192608473213633,-0.0
MMP21,2.4869735483429067e-06,AKI,-0.04390338,-0.3225484,0.9649814191743008,1.0,9.994503023337164e-05,0.000336965067954622,-0.0
MMP21,2.4869735483429067e-06,CKD,0.065179296,1.0271701,0.9480312435996753,1.0,0.00042783799201369084,7.78694907335306e-05,-0.0
LINC00460,2.5832907525550935e-06,CKD,-0.02175585,-18.108412,0.9826427119647244,1.0,0.0,0.0001168042361002959,-0.0
LINC00460,2.5832907525550935e-06,AKI,-0.02080805,-18.051949,0.9833987755318311,1.0,0.0,0.00011232168931820734,-0.0
UPK2,2.4094778363749184e-06,AKI,0.057893265,1.3148737,0.953833648927014,1.0,0.0004997251511668582,0.00018720281553034557,-0.0
IGLV1-40,2.6049812332147695e-06,Ref,-0.03574798,-19.944351,0.9714833135634229,1.0,0.0,0.0002923477964284844,-0.0
IGLV1-40,2.6049812332147695e-06,CKD,-0.038701545,-1.1955864,0.9691283421909452,1.0,0.0001426126640045636,0.0003504127083008877,-0.0
AC003090.1,2.473789815614648e-06,AKI,-0.016161393,0.43609846,0.9871056343242122,1.0,9.994503023337164e-05,0.00018720281553034557,-0.0
IGLV1-40,2.6049812332147695e-06,AKI,0.06250734,1.9004499,0.9501588178459975,1.0,0.0004497526360501724,0.00011232168931820734,-0.0
AC003090.1,2.473789815614648e-06,CKD,0.02976416,0.2685074,0.9762551420274155,1.0,0.00023768777334093934,7.78694907335306e-05,-0.0
AC003090.1,2.473789815614648e-06,Ref,-0.020852987,-17.715292,0.9833629289714014,1.0,0.0,0.0001705362145832826,-0.0
AL645929.2,2.469868348874591e-06,AKI,0.048665114,1.0619243,0.9611861783678997,1.0,0.0005996701814002299,0.000336965067954622,-0.0
RP11-1060G2.2,2.6135131854276453e-06,Ref,-0.023831986,-17.937208,0.9809866263473752,1.0,0.0,0.00019489853095232295,-0.0
AL645929.2,2.469868348874591e-06,CKD,-0.02344163,-0.639638,0.9812979989063887,1.0,0.00038030043734550294,0.000506151689767949,-0.0
MMP21,2.4869735483429067e-06,Ref,-0.03276898,-18.02688,0.9738588149665219,1.0,0.0,0.00026798548005944406,-0.0
FAM71A,2.5550461310929295e-06,CKD,0.04747897,3.4869275,0.9621314918427958,1.0,0.0003327628826773151,7.78694907335306e-05,-0.0
FAM71A,2.5550461310929295e-06,Ref,0.022251904,-0.34358382,0.9822470146788533,1.0,0.00035254715318173806,0.0001705362145832826,-0.0
IGHV3-15,2.539905794805556e-06,AKI,0.18515225,21.851622,0.853109626385453,1.0,0.0009994503023337165,0.0,-0.0
FAM71A,2.5550461310929295e-06,AKI,-0.062424153,-18.64251,0.9502250616637481,1.0,0.0,0.000336965067954622,-0.0
IGHV3-15,2.539905794805556e-06,CKD,-0.145039,-21.490944,0.8846800766620073,1.0,0.0,0.000778694907335306,-0.0
IGHV3-15,2.539905794805556e-06,Ref,-0.059579965,-20.813742,0.9524901761193002,1.0,0.0,0.00048724632738080735,-0.0
TRGV7,2.5586454689157385e-06,Ref,-0.077453956,-20.083988,0.9382624208023304,1.0,0.0,0.0006334202255950496,-0.0
LINC00032,2.5285729624309773e-06,AKI,-0.02080805,-17.443237,0.9833987755318311,1.0,0.0,0.00011232168931820734,-0.0
LINC00032,2.5285729624309773e-06,CKD,0.0104573425,3.3481193,0.991656399924909,1.0,9.507510933637573e-05,3.89347453667653e-05,-0.0
LINC00460,2.5832907525550935e-06,Ref,0.06466364,20.287813,0.9484418146856419,1.0,0.0005288207297726071,0.0,-0.0
TRGV7,2.5586454689157385e-06,AKI,0.094971545,1.5901544,0.9243374290340944,1.0,0.000849532756983659,0.000336965067954622,-0.0
SLAMF9,2.5641065710297465e-06,Ref,-0.089369945,-20.306065,0.9287879070310275,1.0,0.0,0.000730869491071211,-0.0
SLAMF9,2.5641065710297465e-06,CKD,0.088519916,1.8844984,0.9294634537073346,1.0,0.0009032135386955695,0.00042828219903441833,-0.0
SLAMF9,2.5641065710297465e-06,AKI,-0.030010551,-1.1795605,0.9760586377761071,1.0,0.0005496976662835441,0.0007113706990153132,-0.0
LINC00032,2.5285729624309773e-06,Ref,0.015595499,-0.20495865,0.9875570962030614,1.0,0.00017627357659086903,4.872463273808074e-05,-0.0
TMEM244,2.520583492591659e-06,AKI,0.07177431,3.0498693,0.9427815182014563,1.0,0.0004997251511668582,0.00011232168931820734,-0.0
TMEM244,2.520583492591659e-06,CKD,-0.094275355,-19.370817,0.924890428494967,1.0,0.0,0.000506151689767949,-0.0
TMEM244,2.520583492591659e-06,Ref,0.034864202,0.22226076,0.9721880243921461,1.0,0.0005288207297726071,0.00024362316369040367,-0.0
AC073475.1,2.5170004695789996e-06,AKI,-0.16875793,-3.4712663,0.8659870537210046,1.0,9.994503023337164e-05,0.001010895203863866,-0.0
TRGV7,2.5586454689157385e-06,CKD,-0.04361064,-0.8852595,0.9652147690295458,1.0,0.00042783799201369084,0.0006618906712350101,-0.0
RP11-89F3.2,2.4143331302271963e-06,Ref,-0.029789982,-18.765844,0.9762345482742086,1.0,0.0,0.00024362316369040367,-0.0
LINC02595,2.6728757657796586e-06,AKI,-0.10404026,-19.22619,0.9171374038738684,1.0,0.0,0.0005616084465910367,-0.0
AL512662.2,2.67508974505099e-06,Ref,-0.13107592,-20.039549,0.895715248546055,1.0,0.0,0.0010719419202377763,-0.0
AL512662.2,2.67508974505099e-06,CKD,0.3412819,4.415201,0.732891378388395,1.0,0.0019490397413957027,0.0001168042361002959,-0.0
AL512662.2,2.67508974505099e-06,AKI,-0.25661528,-3.710339,0.7974757659482865,1.0,0.00014991754535005747,0.0015350630873488338,-0.0
UPK2,2.4094778363749184e-06,CKD,-0.028245237,-0.6102076,0.9774665585239607,1.0,0.00023768777334093934,0.000389347453667653,-0.0
UPK2,2.4094778363749184e-06,Ref,-0.044684973,-18.60079,0.9643584113116118,1.0,0.0,0.0003654347455356055,-0.0
AL162171.2,2.4029037439581883e-06,AKI,-0.016161393,0.2970512,0.9871056343242122,1.0,9.994503023337164e-05,0.00018720281553034557,-0.0
CTRB2,2.676024849927073e-06,Ref,0.10777273,20.775188,0.9141759748615238,1.0,0.0008813678829543451,0.0,-0.0
RP11-1060G2.2,2.6135131854276453e-06,CKD,0.0064073373,0.07220284,0.9948877195127079,1.0,0.00019015021867275147,0.0001557389814670612,-0.0
AL162171.2,2.4029037439581883e-06,CKD,0.02976416,0.40755594,0.9762551420274155,1.0,0.00023768777334093934,7.78694907335306e-05,-0.0
CTRB2,2.676024849927073e-06,AKI,-0.034680083,-18.53903,0.9723348415259253,1.0,0.0,0.00018720281553034557,-0.0
TRAV25,2.679951777993734e-06,Ref,-0.03276898,-18.773407,0.9738588149665219,1.0,0.0,0.00026798548005944406,-0.0
TRAV25,2.679951777993734e-06,CKD,-0.07977145,-19.450005,0.9364190298081194,1.0,0.0,0.00042828219903441833,-0.0
AL162171.2,2.4029037439581883e-06,Ref,-0.020852987,-17.744368,0.9833629289714014,1.0,0.0,0.0001705362145832826,-0.0
TRAV25,2.679951777993734e-06,AKI,0.10183373,19.810228,0.918888649499809,1.0,0.0005496976662835441,0.0,-0.0
RP11-1057B6.1,2.68848850472746e-06,Ref,-0.014198684,-1.5966083,0.9886714701056367,1.0,0.00017627357659086903,0.0002923477964284844,-0.0
IL17A,2.3764069532575462e-06,AKI,0.023161188,2.1738493,0.9815216981780557,1.0,0.00019989006046674328,7.488112621213822e-05,-0.0
