gene,importance
GJA5,0.00017583471965939787
RGL4,0.00017563294325663865
PLD4,0.0001755975935850321
CCL3L1,0.00017547274682892477
NLRP3,0.00017527868679324766
GPR126,0.00017482448881180567
ADAMTS6,0.00017437465181139436
FAM65B,0.00017416999304524971
ANGPT2,0.00017391104910544853
JCHAIN,0.00017316097829153787
JAM2,0.00017219625799186667
SLC1A3,0.00017204830211039882
SLCO2B1,0.00017168158094823835
ANGPTL4,0.00017137307295340425
ZAP70,0.00017134976857370907
CLEC10A,0.00017124242037084122
IGHG3,0.00017038118928889223
S100P,0.00016908321503978735
IGHG1,0.00016842039335365777
IL8,0.00016833549158190613
SH2D2A,0.00016715236615578
SH2D1A,0.00016549723177364557
AC092580.4,0.00016542907529519212
AL034397.3,0.00016511476839889565
TNFRSF18,0.0001642507814652797
CD6,0.00016406728635873883
LINC00926,0.00016365073492976846
CTSK,0.000162660302428525
LILRB2,0.00016221302764694468
LINC01871,0.00016178449602705937
ABCA4,0.00016133438725196575
ELN,0.0001608461911913267
GPR34,0.0001601954590632759
ITK,0.00015990352257645843
RUNX1T1,0.00015986277015267588
ELTD1,0.0001591104100050618
PTGS2,0.00015822539600677775
PCLAF,0.0001565441907325058
CCN2,0.0001563971247234674
CCL20,0.00015551796048164247
AC243960.1,0.00015547542665871598
IGHA1,0.00015499519396472593
CLIC5,0.0001526342189176338
LGALS4,0.00015236764306283347
SULF1,0.00015227283800631368
FBLN1,0.00015207656768062417
HSPA6,0.00015053076995746572
CHRM3,0.00015027103620216575
SFRP2,0.00014929406029665315
DCN,0.0001489089944102335
LILRA5,0.00014873226857006557
LINC00861,0.00014775559382982465
RETN,0.0001473696712942118
TNXB,0.00014576027023221086
SCGB3A1,0.0001457129148849951
RSAD2,0.00014564112590047078
VPREB3,0.0001455933727592293
SOX17,0.00014541604740589542
IL1B,0.00014529717274976495
AC093496.1,0.00014504110642182515
TIGIT,0.00014477287744407916
NFASC,0.00014309120272279773
CD38,0.0001419991903429255
AL031316.1,0.00014164952928111184
HECW2,0.00014124211314405549
CDH13,0.00014108419603711398
CCDC3,0.0001408974126098104
RTKN2,0.00013975652005427918
OASL,0.0001395015961450093
COL15A1,0.00013909465769878054
